X,Y,Z,U1,U2,U3,UR1,UR2,UR3,Total_Displacement
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,200.0,0.019445609177752142,4.879821050918059e-05,-0.002686603068297152,4.707567250573035e-07,0.00019111191693298876,-7.856656867824977e-18,0.019630382920508987
0.0,0.0,400.0,0.07510709683538241,0.00018141253800912043,-0.005373206136594304,8.381611699075923e-07,0.00036215878479878137,-1.5713313735649953e-17,0.0752992712430525
0.0,0.0,600.0,0.1629714531594516,0.0003771725264584167,-0.008059809204891457,1.102213334550867e-06,0.0005131406035973777,-2.356997060347493e-17,0.16317106768185743
0.0,0.0,800.0,0.27902566833652037,0.0006154077198156662,-0.010746412273188607,1.2629132189871266e-06,0.0006440573733287779,-3.1426627471299906e-17,0.27923321380890354
0.0,0.0,1000.0,0.41925673255314966,0.0008754476620394661,-0.01343301534148576,1.3202608232163713e-06,0.0007549090939929822,-3.928328433912488e-17,0.41947278827227497
0.0,0.0,1200.0,0.5796516359959003,0.001136621897088414,-0.016119618409782915,1.274256147238602e-06,0.00084569576558999,-4.713994120694986e-17,0.5798768430621606
0.0,0.0,1400.0,0.7561973688513326,0.001378259968921106,-0.018806221478080067,1.124899191053818e-06,0.0009164173881198017,-5.499659807477484e-17,0.7564324386384438
0.0,0.0,1600.0,0.9448809213060076,0.00157969142149614,-0.021492824546377215,8.721899546620193e-07,0.0009670739615824176,-6.285325494259981e-17,0.9451266541475054
0.0,0.0,1800.0,1.1416892835464867,0.001720245798772113,-0.024179427614674367,5.161284380632055e-07,0.0009976654859778365,-7.070991181042479e-17,1.141946594254859
0.0,0.0,2000.0,1.3426094457593294,0.001779252644707622,-0.02686603068297152,5.671464125737809e-08,0.0010081919613060602,-7.856656867824976e-17,1.3428793963669283
0.0,0.0,2200.0,1.5436283981310972,0.0017360415032612634,-0.02955263375126867,-5.060514357554637e-07,0.000998653387567087,-8.642322554607474e-17,1.5439122395779221
0.0,0.0,2400.0,1.7407331308483516,0.0015699419183916347,-0.03223923681956583,-1.1721697929753227e-06,0.0009690497647609187,-9.427988241389972e-17,1.741032356374068
0.0,0.0,2600.0,1.9299106340976515,0.0012602834340573329,-0.03492583988786298,-1.9416404304021934e-06,0.0009193810928875532,-1.021365392817247e-16,1.9302270483571113
0.0,0.0,2800.0,2.107147898065559,0.0007863955942169562,-0.03761244295616013,-2.8144633480360793e-06,0.0008496473719469916,-1.0999319614954967e-16,2.107483707791181
0.0,0.0,3000.0,2.2684319129386354,0.0001276079428291007,-0.04029904602445728,-3.7906385458769804e-06,0.0007598486019392345,-1.1784985301737466e-16,2.2687898477013477
0.0,0.0,3200.0,2.425199406530831,-0.0004936525193371104,-0.04170732630261707,-2.4528029695055433e-06,0.0008062564193955008,-1.1395327045614288e-16,2.4255580607764506
0.0,0.0,3400.0,2.5903065148619486,-0.0008658480024612806,-0.04311560658077686,-1.2999887554565684e-06,0.0008432447493284663,-1.1005668789491113e-16,2.5906654639609195
0.0,0.0,3600.0,2.7618693404273307,-0.001025982779007902,-0.04452388685893664,-3.3219590373005546e-07,0.0008708135917381307,-1.0616010533367936e-16,2.7622283907624636
0.0,0.0,3800.0,2.938003985722314,-0.001011061121441467,-0.04593216713709643,4.505755856739954e-07,0.000888962946624494,-1.0226352277244761e-16,2.9383631848943903
0.0,0.0,4000.0,3.116826553242241,-0.0008580873022264682,-0.04734044741525621,1.0483257127555842e-06,0.0008976928139875568,-9.836694021121585e-17,3.117186169812641
0.0,0.0,4200.0,3.2964531454824506,-0.0006040655938273967,-0.048748727693416,1.461054477514711e-06,0.0008970031938273184,-9.447035764998407e-17,3.2968136349675743
0.0,0.0,4400.0,3.474999864938282,-0.00028600026870874754,-0.05015700797157578,1.6887618799513763e-06,0.0008868940861437785,-9.057377508875231e-17,3.4753618327543814
0.0,0.0,4600.0,3.6505828141050753,5.910440066498918e-05,-0.05156528824973557,1.7314479200655794e-06,0.0008673654909369383,-8.667719252752054e-17,3.6509469819602884
0.0,0.0,4800.0,3.821318095478171,0.0003942441418293202,-0.05297356852789535,1.5891125978573193e-06,0.0008384174082067965,-8.278060996628879e-17,3.821685275008911
0.0,0.0,5000.0,3.9853218115529074,0.0006824146823197539,-0.05438184880605514,1.261755913326599e-06,0.0008000498379533549,-7.888402740505702e-17,3.985692887417282
0.0,0.0,5200.0,4.140710064824625,0.0008866117496717955,-0.055790129084214934,7.493778664734169e-07,0.0007522627801766111,-7.498744484382527e-17,4.141085988665725
0.0,0.0,5400.0,4.285598957788665,0.0009698310714209561,-0.05719840936237471,5.1978457297769364e-08,0.0006950562348765673,-7.109086228259349e-17,4.28598075422711
0.0,0.0,5600.0,4.418104592940366,0.0008950683751027389,-0.058606689640534504,-8.30442314200336e-07,0.0006284302020532219,-6.719427972136174e-17,4.418493378899506
0.0,0.0,5800.0,4.536343072775066,0.0006253193882526567,-0.06001496991869428,-1.8978844480209041e-06,0.0005523846817065755,-6.329769716012997e-17,4.536740091911042
0.0,0.0,6000.0,4.638430499788109,0.0001235798384062135,-0.06142325019685407,-3.150347944163936e-06,0.0004669196738366287,-5.940111459889821e-17,4.638837174583873
0.0,0.0,6200.0,4.73242602378563,-0.0003436159890169994,-0.06189381167896306,-1.5656290729824315e-06,0.0004722108683589282,-6.272741391444472e-17,4.732830763147946
0.0,0.0,6400.0,4.82698496801982,-0.0005202792879524538,-0.06236437316107206,-2.4502265928635073e-07,0.00047255387620333196,-6.605371322999123e-17,4.827387851335297
