s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.259705863e+00,-1.268328576e-04,-2.384724699e-02,3.987645378e-06,5.829045239e-04,1.076360912e-16
213.333333,2.259705863e+00,-1.178136322e-04,-2.318717861e-02,2.237909887e-06,5.829045239e-04,1.491371091e-16
426.666667,2.259705863e+00,-1.087944069e-04,-2.287644203e-02,7.126596927e-07,5.829045239e-04,1.838733207e-16
640.000000,2.259705863e+00,-9.977518149e-05,-2.286714707e-02,-5.881052040e-07,5.829045239e-04,2.118632606e-16
853.333333,2.259705863e+00,-9.075595611e-05,-2.311140352e-02,-1.664384804e-06,5.829045239e-04,2.328478768e-16
1066.666667,2.259705863e+00,-8.173673074e-05,-2.356132119e-02,-2.516179106e-06,5.829045239e-04,2.472712585e-16
1280.000000,2.259705863e+00,-7.271750537e-05,-2.416900988e-02,-3.143488111e-06,5.829045239e-04,2.545412869e-16
1493.333333,2.259705863e+00,-6.369828000e-05,-2.488657938e-02,-3.546311818e-06,5.829045239e-04,2.553981104e-16
1706.666667,2.259705863e+00,-5.467905463e-05,-2.566613952e-02,-3.724650229e-06,5.829045239e-04,2.492496103e-16
1920.000000,2.259705863e+00,-4.565982926e-05,-2.645980008e-02,-3.678503342e-06,5.829045239e-04,2.363918460e-16
2133.333333,2.259705863e+00,-3.664060389e-05,-2.721967088e-02,-3.407871158e-06,5.829045239e-04,2.168248175e-16
2346.666667,2.259705863e+00,-2.762137851e-05,-2.789786171e-02,-2.912753677e-06,5.829045239e-04,1.901044355e-16
2560.000000,2.259705863e+00,-1.860215314e-05,-2.844648238e-02,-2.193150898e-06,5.829045239e-04,1.568968340e-16
2773.333333,2.259705863e+00,-9.582927771e-06,-2.881764270e-02,-1.249062822e-06,5.829045239e-04,1.167949310e-16
2986.666667,2.259705863e+00,-5.637023992e-07,-2.896345246e-02,-8.048944935e-08,5.829045239e-04,6.988199345e-17
3000.000000,2.259705863e+00,-8.134814647e-13,-2.896399003e-02,-1.509130247e-16,5.829045239e-04,6.672514247e-17
