s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.180140170e-02,2.616544693e-15,-3.290067948e-03,-2.388047106e-17,2.006181507e-04,7.883091007e-18
426.666667,8.398854844e-02,9.911823197e-15,-6.580135895e-03,-4.386312947e-17,3.786163597e-04,1.576618201e-17
640.000000,1.817358526e-01,2.105430215e-14,-9.870203843e-03,-5.994797524e-17,5.339946270e-04,2.364927302e-17
853.333333,3.102177268e-01,3.521244818e-14,-1.316027179e-02,-7.213500836e-17,6.667529525e-04,3.153236403e-17
1066.666667,4.646085832e-01,5.155472792e-14,-1.645033974e-02,-8.042422883e-17,7.768913364e-04,3.941545504e-17
1280.000000,6.400828344e-01,6.924960802e-14,-1.974040769e-02,-8.481563665e-17,8.644097786e-04,4.729854604e-17
1493.333333,8.318148929e-01,8.746555511e-14,-2.303047563e-02,-8.530923183e-17,9.293082790e-04,5.518163705e-17
1706.666667,1.034979171e+00,1.053710358e-13,-2.632054358e-02,-8.190501436e-17,9.715868378e-04,6.306472806e-17
1920.000000,1.244750081e+00,1.221345168e-13,-2.961061153e-02,-7.460298424e-17,9.912454548e-04,7.094781907e-17
2133.333333,1.456302036e+00,1.369244646e-13,-3.290067948e-02,-6.340314147e-17,9.882841302e-04,7.883091007e-17
2346.666667,1.664809448e+00,1.489093460e-13,-3.619074742e-02,-4.830548606e-17,9.627028638e-04,8.671400108e-17
2560.000000,1.865446729e+00,1.572576276e-13,-3.948081537e-02,-2.931001800e-17,9.145016558e-04,9.459709209e-17
2773.333333,2.053388291e+00,1.611377759e-13,-4.277088332e-02,-6.416737288e-18,8.436805060e-04,1.024801831e-16
2986.666667,2.223808549e+00,1.597182577e-13,-4.606095127e-02,2.037435607e-17,7.502394145e-04,1.103632741e-16
3000.000000,2.233767898e+00,1.594345908e-13,-4.626658051e-02,2.217821896e-17,7.436482935e-04,1.108559673e-16
