s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.233767898e+00,1.594345908e-13,-4.626658051e-02,2.217821896e-17,7.436482935e-04,1.108559673e-16
213.333333,2.399208821e+00,1.569802615e-13,-4.809722198e-02,1.304338851e-18,8.052902378e-04,1.128665019e-16
426.666667,2.576475149e+00,1.586761651e-13,-4.992786345e-02,-1.673021300e-17,8.545114631e-04,1.148770364e-16
640.000000,2.762917127e+00,1.639165780e-13,-5.175850493e-02,-3.192543659e-17,8.913119694e-04,1.168875710e-16
853.333333,2.955885004e+00,1.720957769e-13,-5.358914640e-02,-4.428133192e-17,9.156917567e-04,1.188981056e-16
1066.666667,3.152729026e+00,1.826080385e-13,-5.541978787e-02,-5.379789898e-17,9.276508250e-04,1.209086402e-16
1280.000000,3.350799439e+00,1.948476393e-13,-5.725042934e-02,-6.047513779e-17,9.271891743e-04,1.229191748e-16
1493.333333,3.547446489e+00,2.082088561e-13,-5.908107081e-02,-6.431304833e-17,9.143068046e-04,1.249297093e-16
1706.666667,3.740020424e+00,2.220859655e-13,-6.091171228e-02,-6.531163061e-17,8.890037159e-04,1.269402439e-16
1920.000000,3.925871490e+00,2.358732441e-13,-6.274235375e-02,-6.347088463e-17,8.512799082e-04,1.289507785e-16
2133.333333,4.102349934e+00,2.489649685e-13,-6.457299522e-02,-5.879081039e-17,8.011353815e-04,1.309613131e-16
2346.666667,4.266806002e+00,2.607554154e-13,-6.640363669e-02,-5.127140789e-17,7.385701358e-04,1.329718476e-16
2560.000000,4.416589941e+00,2.706388614e-13,-6.823427816e-02,-4.091267712e-17,6.635841712e-04,1.349823822e-16
2773.333333,4.549051997e+00,2.780095832e-13,-7.006491963e-02,-2.771461810e-17,5.761774875e-04,1.369929168e-16
2986.666667,4.661542417e+00,2.822618573e-13,-7.189556110e-02,-1.167723081e-17,4.763500848e-04,1.390034514e-16
3000.000000,4.667849462e+00,2.824102553e-13,-7.200997619e-02,-1.058061954e-17,4.696984655e-04,1.391291098e-16
