s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.377435718e+00,-7.735695283e-13,4.322514231e-03,-2.349363574e-16,8.058869397e-04,8.243600077e-17
213.333333,2.554225539e+00,-7.615692962e-13,4.126374505e-03,1.135871505e-16,8.498398236e-04,8.569541407e-17
426.666667,2.739318178e+00,-8.182586458e-13,3.930234779e-03,4.090284706e-16,8.837258613e-04,8.895482737e-17
640.000000,2.930566042e+00,-9.323133770e-13,3.734095052e-03,6.513876028e-16,9.075450526e-04,9.221424067e-17
853.333333,3.125821536e+00,-1.092409290e-12,3.537955326e-03,8.406645472e-16,9.212973978e-04,9.547365398e-17
1066.666667,3.322937067e+00,-1.287222184e-12,3.341815599e-03,9.768593038e-16,9.249828967e-04,9.873306728e-17
1280.000000,3.519765041e+00,-1.505427859e-12,3.145675873e-03,1.059971873e-15,9.186015493e-04,1.019924806e-16
1493.333333,3.714157863e+00,-1.735702116e-12,2.949536146e-03,1.090002253e-15,9.021533557e-04,1.052518939e-16
1706.666667,3.903967941e+00,-1.966720754e-12,2.753396420e-03,1.066950447e-15,8.756383158e-04,1.085113072e-16
1920.000000,4.087047680e+00,-2.187159573e-12,2.557256693e-03,9.908164518e-16,8.390564297e-04,1.117707205e-16
2133.333333,4.261249487e+00,-2.385694373e-12,2.361116967e-03,8.616002693e-16,7.924076973e-04,1.150301338e-16
2346.666667,4.424425766e+00,-2.551000955e-12,2.164977241e-03,6.793018989e-16,7.356921186e-04,1.182895471e-16
2560.000000,4.574428926e+00,-2.671755117e-12,1.968837514e-03,4.439213407e-16,6.689096937e-04,1.215489604e-16
2773.333333,4.709111371e+00,-2.736632660e-12,1.772697788e-03,1.554585947e-16,5.920604226e-04,1.248083737e-16
2986.666667,4.826325508e+00,-2.734309384e-12,1.576558061e-03,-1.860863392e-16,5.051443052e-04,1.280677870e-16
3000.000000,4.833022366e+00,-2.731674403e-12,1.564299328e-03,-2.091953921e-16,4.993777971e-04,1.282715003e-16
