s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,-2.456698223e-13,-3.361037821e-02,7.362089019e-17,-5.889473270e-04,4.647146801e-17
206.666667,2.305461237e+00,-2.391491450e-13,7.587460946e-02,7.628317482e-17,-4.719732823e-04,1.699071396e-17
413.333333,2.303828997e+00,-2.384986679e-13,1.620458130e-01,7.894545946e-17,-3.633300616e-04,-1.033692204e-17
620.000000,2.302196757e+00,-2.432734135e-13,2.266249361e-01,8.160774409e-17,-2.630176649e-04,-3.551143997e-17
826.666667,2.300564517e+00,-2.530284039e-13,2.713336824e-01,8.427002872e-17,-1.710360921e-04,-5.853283983e-17
1033.333333,2.298932277e+00,-2.673186614e-13,2.978937554e-01,8.693231335e-17,-8.738534331e-05,-7.940112163e-17
1240.000000,2.297300037e+00,-2.856992082e-13,3.080268588e-01,8.959459799e-17,-1.206541847e-05,-9.811628536e-17
1446.666667,2.295667797e+00,-3.077250667e-13,3.034546963e-01,9.225688262e-17,5.492368240e-05,-1.146783310e-16
1653.333333,2.294035557e+00,-3.329512591e-13,2.858989713e-01,9.491916725e-17,1.135819593e-04,-1.290872586e-16
1860.000000,2.292403317e+00,-3.609328077e-13,2.570813876e-01,9.758145188e-17,1.639094122e-04,-1.413430682e-16
2066.666667,2.290771077e+00,-3.912247347e-13,2.187236488e-01,1.002437365e-16,2.059060412e-04,-1.514457596e-16
2273.333333,2.289138837e+00,-4.233820625e-13,1.725474585e-01,1.029060211e-16,2.395718462e-04,-1.593953330e-16
2480.000000,2.287506597e+00,-4.569598132e-13,1.202745202e-01,1.055683058e-16,2.649068272e-04,-1.651917884e-16
2686.666667,2.285874357e+00,-4.915130091e-13,6.362653775e-02,1.082305904e-16,2.819109843e-04,-1.688351257e-16
2893.333333,2.284242116e+00,-5.265966725e-13,4.325214606e-03,1.108928750e-16,2.905843174e-04,-1.703253449e-16
3100.000000,2.282609876e+00,-5.617658257e-13,-5.590774557e-02,1.135551597e-16,2.909268265e-04,-1.696624460e-16
3306.666667,2.280977636e+00,-5.965754910e-13,-1.153506391e-01,1.162174443e-16,2.829385117e-04,-1.668464291e-16
3513.333333,2.279345396e+00,-6.305806905e-13,-1.722817625e-01,1.188797289e-16,2.666193729e-04,-1.618772941e-16
3720.000000,2.277713156e+00,-6.633364466e-13,-2.249794121e-01,1.215420136e-16,2.419694101e-04,-1.547550411e-16
3926.666667,2.276080916e+00,-6.943977816e-13,-2.717218841e-01,1.242042982e-16,2.089886233e-04,-1.454796700e-16
4133.333333,2.274448676e+00,-7.233197176e-13,-3.107874752e-01,1.268665828e-16,1.676770126e-04,-1.340511808e-16
4340.000000,2.272816436e+00,-7.496572770e-13,-3.404544815e-01,1.295288675e-16,1.180345779e-04,-1.204695735e-16
4546.666667,2.271184196e+00,-7.729654821e-13,-3.590011995e-01,1.321911521e-16,6.006131929e-05,-1.047348482e-16
4753.333333,2.269551956e+00,-7.927993551e-13,-3.647059256e-01,1.348534367e-16,-6.242763324e-06,-8.684700484e-17
4960.000000,2.267919716e+00,-8.087139182e-13,-3.558469561e-01,1.375157214e-16,-8.087766991e-05,-6.680604340e-17
5166.666667,2.266287476e+00,-8.202641938e-13,-3.307025875e-01,1.401780060e-16,-1.638434005e-04,-4.461196390e-17
5373.333333,2.264655236e+00,-8.270052040e-13,-2.875511161e-01,1.428402906e-16,-2.551399550e-04,-2.026476633e-17
5580.000000,2.263022996e+00,-8.284919713e-13,-2.246708382e-01,1.455025753e-16,-3.547673335e-04,6.235549310e-18
5786.666667,2.261390756e+00,-8.242795177e-13,-1.403400504e-01,1.481648599e-16,-4.627255359e-04,3.488898301e-17
5993.333333,2.259758516e+00,-8.139228657e-13,-3.283704883e-02,1.508271445e-16,-5.790145624e-04,6.569553478e-17
6000.000000,2.259705863e+00,-8.134814647e-13,-2.896399003e-02,1.509130247e-16,-5.829045239e-04,6.672514247e-17
