s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.689832237e+00,-1.181767140e-04,-4.048402436e-02,3.377833649e-06,3.916011340e-04,8.214711177e-17
213.333333,4.776385551e+00,-6.282570639e-04,-4.109474059e-02,1.460383804e-06,4.186945996e-04,8.328311119e-17
426.666667,4.867988187e+00,-7.652585178e-04,-4.170545682e-02,-1.197810005e-07,4.389385185e-04,8.441911060e-17
640.000000,4.963178907e+00,-6.011352176e-04,-4.231617305e-02,-1.362660765e-06,4.523328908e-04,8.555511002e-17
853.333333,5.060496475e+00,-2.078413052e-04,-4.292688928e-02,-2.268255490e-06,4.588777165e-04,8.669110943e-17
1066.666667,5.158479654e+00,3.426690776e-04,-4.353760551e-02,-2.836565175e-06,4.585729955e-04,8.782710885e-17
1280.000000,5.255667207e+00,9.784417889e-04,-4.414832174e-02,-3.067589820e-06,4.514187279e-04,8.896310826e-17
1493.333333,5.350597899e+00,1.627522687e-03,-4.475903797e-02,-2.961329425e-06,4.374149136e-04,9.009910768e-17
1706.666667,5.441810492e+00,2.217957630e-03,-4.536975420e-02,-2.517783990e-06,4.165615527e-04,9.123510709e-17
1920.000000,5.527843749e+00,2.677792475e-03,-4.598047043e-02,-1.736953516e-06,3.888586452e-04,9.237110651e-17
2133.333333,5.607236435e+00,2.935073082e-03,-4.659118666e-02,-6.188380008e-07,3.543061911e-04,9.350710592e-17
2346.666667,5.678527312e+00,2.917845309e-03,-4.720190289e-02,8.365625539e-07,3.129041903e-04,9.464310534e-17
2560.000000,5.740255144e+00,2.554155012e-03,-4.781261912e-02,2.629248149e-06,2.646526428e-04,9.577910475e-17
2773.333333,5.790958694e+00,1.772048051e-03,-4.842333535e-02,4.759218783e-06,2.095515487e-04,9.691510417e-17
2986.666667,5.829176726e+00,4.995702840e-04,-4.903405158e-02,7.226474458e-06,1.476009080e-04,9.805110359e-17
3000.000000,5.831117439e+00,4.021160725e-04,-4.907222135e-02,7.391876855e-06,1.435015666e-04,9.812210355e-17
