s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.833022366e+00,1.181767095e-04,9.983489983e-03,3.377833649e-06,-4.993777971e-04,1.947930519e-16
206.666667,4.829963235e+00,1.181767096e-04,1.033653021e-01,3.377833649e-06,-4.053876167e-04,2.309873569e-16
413.333333,4.826904103e+00,1.181767096e-04,1.779861606e-01,3.377833649e-06,-3.178201813e-04,2.642786456e-16
620.000000,4.823844972e+00,1.181767097e-04,2.351734328e-01,3.377833649e-06,-2.366754910e-04,2.946669180e-16
826.666667,4.820785841e+00,1.181767098e-04,2.762544860e-01,3.377833649e-06,-1.619535458e-04,3.221521755e-16
1033.333333,4.817726710e+00,1.181767098e-04,3.025566876e-01,3.377833649e-06,-9.365434567e-05,3.467344184e-16
1240.000000,4.814667578e+00,1.181767099e-04,3.154074047e-01,3.377833649e-06,-3.177789059e-05,3.684136420e-16
1446.666667,4.811608447e+00,1.181767100e-04,3.161340048e-01,3.377833649e-06,2.367581943e-05,3.871898532e-16
1653.333333,4.808549316e+00,1.181767101e-04,3.060638551e-01,3.377833649e-06,7.270678438e-05,4.030630451e-16
1860.000000,4.805490184e+00,1.181767101e-04,2.865243230e-01,3.377833649e-06,1.153150043e-04,4.160332245e-16
2066.666667,4.802431053e+00,1.181767102e-04,2.588427758e-01,3.377833649e-06,1.515004791e-04,4.261003915e-16
2273.333333,4.799371922e+00,1.181767103e-04,2.243465807e-01,3.377833649e-06,1.812632088e-04,4.332645325e-16
2480.000000,4.796312790e+00,1.181767104e-04,1.843631052e-01,3.377833649e-06,2.046031935e-04,4.375256655e-16
2686.666667,4.793253659e+00,1.181767105e-04,1.402197165e-01,3.377833649e-06,2.215204332e-04,4.388837815e-16
2893.333333,4.790194528e+00,1.181767106e-04,9.324378195e-02,3.377833649e-06,2.320149277e-04,4.373388806e-16
3100.000000,4.787135397e+00,1.181767107e-04,4.476266883e-02,3.377833649e-06,2.360866772e-04,4.328909671e-16
3306.666667,4.784076265e+00,1.181767108e-04,-3.896255523e-03,3.377833649e-06,2.337356816e-04,4.255400322e-16
3513.333333,4.781017134e+00,1.181767109e-04,-5.140562381e-02,3.377833649e-06,2.249619410e-04,4.152860848e-16
3720.000000,4.777958003e+00,1.181767109e-04,-9.643806870e-02,3.377833649e-06,2.097654553e-04,4.021291205e-16
3926.666667,4.774898871e+00,1.181767110e-04,-1.376662229e-01,3.377833649e-06,1.881462245e-04,3.860691436e-16
4133.333333,4.771839740e+00,1.181767111e-04,-1.737627191e-01,3.377833649e-06,1.601042487e-04,3.671061453e-16
4340.000000,4.768780609e+00,1.181767112e-04,-2.034001899e-01,3.377833649e-06,1.256395278e-04,3.452401345e-16
4546.666667,4.765721478e+00,1.181767112e-04,-2.252512681e-01,3.377833649e-06,8.475206183e-05,3.204711067e-16
4753.333333,4.762662346e+00,1.181767113e-04,-2.379885864e-01,3.377833649e-06,3.744185080e-05,2.927990619e-16
4960.000000,4.759603215e+00,1.181767114e-04,-2.402847773e-01,3.377833649e-06,-1.629110530e-05,2.622240024e-16
5166.666667,4.756544084e+00,1.181767114e-04,-2.308124737e-01,3.377833649e-06,-7.644680647e-05,2.287459281e-16
5373.333333,4.753484952e+00,1.181767115e-04,-2.082443082e-01,3.377833649e-06,-1.430252527e-04,1.923648392e-16
5580.000000,4.750425821e+00,1.181767115e-04,-1.712529135e-01,3.377833649e-06,-2.160264440e-04,1.530807321e-16
5786.666667,4.747366690e+00,1.181767115e-04,-1.185109223e-01,3.377833649e-06,-2.954503803e-04,1.108936103e-16
5993.333333,4.744307559e+00,1.181767115e-04,-4.869096720e-02,3.377833649e-06,-3.812970618e-04,6.580347288e-17
6000.000000,4.744208877e+00,1.181767115e-04,-4.613940323e-02,3.377833649e-06,-3.841732439e-04,6.430061906e-17
