s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,-2.456698223e-13,-3.361037821e-02,-7.362089019e-17,5.889473270e-04,4.647146801e-17
213.333333,2.445307409e+00,-2.411040521e-13,-3.510002910e-02,2.820121476e-17,7.035131646e-04,4.937637354e-17
426.666667,2.605853176e+00,-2.565863596e-13,-3.658967999e-02,1.143298375e-16,7.983082768e-04,5.228127906e-17
640.000000,2.784513022e+00,-2.887688019e-13,-3.807933088e-02,1.847649781e-16,8.733326636e-04,5.518618458e-17
853.333333,2.977069194e+00,-3.343034360e-13,-3.956898178e-02,2.395066365e-16,9.285863250e-04,5.809109011e-17
1066.666667,3.179303936e+00,-3.898423191e-13,-4.105863267e-02,2.785548127e-16,9.640692610e-04,6.099599563e-17
1280.000000,3.386999494e+00,-4.520375084e-13,-4.254828356e-02,3.019095067e-16,9.797814717e-04,6.390090115e-17
1493.333333,3.595938112e+00,-5.175410610e-13,-4.403793445e-02,3.095707185e-16,9.757229570e-04,6.680580668e-17
1706.666667,3.801902037e+00,-5.830050340e-13,-4.552758535e-02,3.015384481e-16,9.518937169e-04,6.971071220e-17
1920.000000,4.000673513e+00,-6.450814846e-13,-4.701723624e-02,2.778126956e-16,9.082937514e-04,7.261561772e-17
2133.333333,4.188034786e+00,-7.004224699e-13,-4.850688713e-02,2.383934608e-16,8.449230605e-04,7.552052325e-17
2346.666667,4.359768101e+00,-7.456800469e-13,-4.999653802e-02,1.832807439e-16,7.617816443e-04,7.842542877e-17
2560.000000,4.511655703e+00,-7.775062729e-13,-5.148618892e-02,1.124745447e-16,6.588695027e-04,8.133033429e-17
2773.333333,4.639479837e+00,-7.925532051e-13,-5.297583981e-02,2.597486341e-17,5.361866357e-04,8.423523982e-17
2986.666667,4.739022749e+00,-7.874729004e-13,-5.446549070e-02,-7.621830010e-17,3.937330433e-04,8.714014534e-17
3000.000000,4.744208877e+00,-7.864106702e-13,-5.455859388e-02,-8.312644547e-17,3.841732439e-04,8.732170193e-17
