s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.667849462e+00,2.824102553e-13,-7.200997619e-02,-1.058061954e-17,4.696984655e-04,1.391291098e-16
213.333333,4.768514220e+00,2.810716526e-13,-7.273589703e-02,2.226963339e-17,4.734041879e-04,1.412497314e-16
426.666667,4.869566680e+00,2.732756433e-13,-7.346181788e-02,4.995756716e-17,4.733331703e-04,1.433703531e-16
640.000000,4.970201138e+00,2.601235222e-13,-7.418773872e-02,7.248318178e-17,4.694854125e-04,1.454909747e-16
853.333333,5.069611888e+00,2.427165840e-13,-7.491365957e-02,8.984647724e-17,4.618609146e-04,1.476115963e-16
1066.666667,5.166993227e+00,2.221561235e-13,-7.563958041e-02,1.020474535e-16,4.504596766e-04,1.497322180e-16
1280.000000,5.261539449e+00,1.995434354e-13,-7.636550126e-02,1.090861107e-16,4.352816985e-04,1.518528396e-16
1493.333333,5.352444850e+00,1.759798145e-13,-7.709142210e-02,1.109624487e-16,4.163269803e-04,1.539734613e-16
1706.666667,5.438903725e+00,1.525665556e-13,-7.781734295e-02,1.076764675e-16,3.935955219e-04,1.560940829e-16
1920.000000,5.520110371e+00,1.304049533e-13,-7.854326379e-02,9.922816722e-17,3.670873235e-04,1.582147045e-16
2133.333333,5.595259082e+00,1.105963025e-13,-7.926918464e-02,8.561754775e-17,3.368023849e-04,1.603353262e-16
2346.666667,5.663544154e+00,9.424189785e-14,-7.999510548e-02,6.684460912e-17,3.027407062e-04,1.624559478e-16
2560.000000,5.724159882e+00,8.244303417e-14,-8.072102633e-02,4.290935134e-17,2.649022874e-04,1.645765695e-16
2773.333333,5.776300561e+00,7.630100619e-14,-8.144694717e-02,1.381177441e-17,2.232871285e-04,1.666971911e-16
2986.666667,5.819160488e+00,7.691710867e-14,-8.217286802e-02,-2.044812169e-17,1.778952294e-04,1.688178127e-16
3000.000000,5.821512692e+00,7.720514555e-14,-8.221823807e-02,-2.276077032e-17,1.749328362e-04,1.689503516e-16
