s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,-2.456698223e-13,-3.361037821e-02,-7.362089019e-17,5.889473270e-04,4.647146801e-17
213.333333,2.307093477e+00,9.019225126e-06,-3.348024296e-02,1.182603704e-06,5.889473270e-04,1.373370135e-17
426.666667,2.307093477e+00,1.803845050e-05,-3.312176402e-02,2.140722111e-06,5.889473270e-04,-1.506999427e-17
640.000000,2.307093477e+00,2.705767587e-05,-3.258283159e-02,2.874355221e-06,5.889473270e-04,-3.978171982e-17
853.333333,2.307093477e+00,3.607690124e-05,-3.191133586e-02,3.383503033e-06,5.889473270e-04,-6.069753477e-17
1066.666667,2.307093477e+00,4.509612661e-05,-3.115516703e-02,3.668165548e-06,5.889473270e-04,-7.744736478e-17
1280.000000,2.307093477e+00,5.411535199e-05,-3.036221529e-02,3.728342766e-06,5.889473270e-04,-9.017923960e-17
1493.333333,2.307093477e+00,6.313457736e-05,-2.958037085e-02,3.564034687e-06,5.889473270e-04,-9.904118894e-17
1706.666667,2.307093477e+00,7.215380273e-05,-2.885752389e-02,3.175241310e-06,5.889473270e-04,-1.040332128e-16
1920.000000,2.307093477e+00,8.117302810e-05,-2.824156462e-02,2.561962636e-06,5.889473270e-04,-1.047112220e-16
2133.333333,2.307093477e+00,9.019225347e-05,-2.778038323e-02,1.724198665e-06,5.889473270e-04,-1.016673355e-16
2346.666667,2.307093477e+00,9.921147885e-05,-2.752186992e-02,6.619493967e-07,5.889473270e-04,-9.460549379e-17
2560.000000,2.307093477e+00,1.082307042e-04,-2.751391489e-02,-6.247851691e-07,5.889473270e-04,-8.352569687e-17
2773.333333,2.307093477e+00,1.172499296e-04,-2.780440833e-02,-2.136005032e-06,5.889473270e-04,-6.842794474e-17
2986.666667,2.307093477e+00,1.262691550e-04,-2.844124044e-02,-3.871710192e-06,5.889473270e-04,-4.941169490e-17
3000.000000,2.307093477e+00,1.268328565e-04,-2.849363517e-02,-3.987645378e-06,5.889473270e-04,-4.809193902e-17
