s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.444137102e-02,-1.388237330e-14,-2.059661513e-03,1.266417108e-16,2.244675736e-04,4.744899020e-18
426.666667,9.378017873e-02,-5.253810004e-14,-4.119323026e-03,2.322501886e-16,4.209134691e-04,9.489798040e-18
640.000000,2.020384651e-01,-1.114800905e-13,-6.178984539e-03,3.168254332e-16,5.893376864e-04,1.423469706e-17
853.333333,3.432382723e-01,-1.862212550e-13,-8.238646052e-03,3.803674447e-16,7.297402256e-04,1.897959608e-17
1066.666667,5.114016421e-01,-2.722745037e-13,-1.029830756e-02,4.228762231e-16,8.421210867e-04,2.372449510e-17
1280.000000,7.005506166e-01,-3.651527469e-13,-1.235796908e-02,4.443517684e-16,9.264802697e-04,2.846939412e-17
1493.333333,9.047072378e-01,-4.603688950e-13,-1.441763059e-02,4.447940807e-16,9.828177746e-04,3.321429314e-17
1706.666667,1.117893548e+00,-5.534358581e-13,-1.647729210e-02,4.242031598e-16,1.011133601e-03,3.795919216e-17
1920.000000,1.334131588e+00,-6.398665465e-13,-1.853695362e-02,3.825790058e-16,1.011427750e-03,4.270409118e-17
2133.333333,1.547443402e+00,-7.151738706e-13,-2.059661513e-02,3.199216187e-16,9.837002205e-04,4.744899020e-17
2346.666667,1.751851030e+00,-7.748707406e-13,-2.265627664e-02,2.362309985e-16,9.279510128e-04,5.219388922e-17
2560.000000,1.941376515e+00,-8.144700668e-13,-2.471593816e-02,1.315071452e-16,8.441801271e-04,5.693878824e-17
2773.333333,2.110041898e+00,-8.294847593e-13,-2.677559967e-02,5.750058847e-18,7.323875633e-04,6.168368726e-17
2986.666667,2.251869222e+00,-8.154277286e-13,-2.883526118e-02,-1.410402606e-16,5.925733213e-04,6.642858628e-17
3000.000000,2.259705863e+00,-8.134814647e-13,-2.896399003e-02,-1.509130247e-16,5.829045239e-04,6.672514247e-17
