s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.377435718e+00,1.268328561e-04,9.439257272e-03,-3.987645379e-06,8.058869397e-04,-7.731827727e-18
213.333333,2.554225539e+00,8.131200886e-04,9.477958265e-03,-2.483572289e-06,8.498398236e-04,6.669941488e-18
426.666667,2.739318178e+00,1.202394308e-03,9.516659257e-03,-1.203148379e-06,8.837258613e-04,2.107171070e-17
640.000000,2.930566042e+00,1.342367339e-03,9.555360250e-03,-1.463736476e-07,9.075450526e-04,3.547347992e-17
853.333333,3.125821536e+00,1.280751006e-03,9.594061243e-03,6.867519050e-07,9.212973978e-04,4.987524913e-17
1066.666667,3.322937067e+00,1.065257134e-03,9.632762236e-03,1.296228279e-06,9.249828967e-04,6.427701835e-17
1280.000000,3.519765041e+00,7.435975484e-04,9.671463229e-03,1.682055473e-06,9.186015493e-04,7.867878756e-17
1493.333333,3.714157863e+00,3.634840737e-04,9.710164221e-03,1.844233489e-06,9.021533557e-04,9.308055678e-17
1706.666667,3.903967941e+00,-2.737146542e-05,9.748865214e-03,1.782762326e-06,8.756383158e-04,1.074823260e-16
1920.000000,4.087047680e+00,-3.812572440e-04,9.787566207e-03,1.497641985e-06,8.390564297e-04,1.218840952e-16
2133.333333,4.261249487e+00,-6.504614372e-04,9.826267200e-03,9.888724638e-07,7.924076973e-04,1.362858644e-16
2346.666667,4.424425766e+00,-7.872722203e-04,9.864968193e-03,2.564537642e-07,7.356921186e-04,1.506876336e-16
2560.000000,4.574428926e+00,-7.439777683e-04,9.903669186e-03,-6.996141143e-07,6.689096937e-04,1.650894029e-16
2773.333333,4.709111371e+00,-4.728662566e-04,9.942370178e-03,-1.879331172e-06,5.920604226e-04,1.794911721e-16
2986.666667,4.826325508e+00,7.377413986e-05,9.981071171e-03,-3.282697408e-06,5.051443052e-04,1.938929413e-16
3000.000000,4.833022366e+00,1.181767095e-04,9.983489983e-03,-3.377833649e-06,4.993777971e-04,1.947930519e-16
