s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.300053019e-02,5.435937289e-05,6.712360727e-04,-4.898820132e-07,2.116903760e-04,1.442887768e-17
426.666667,8.864033345e-02,2.005951597e-04,1.342472145e-03,-8.613413804e-07,3.997431850e-04,2.885775536e-17
640.000000,1.918767288e-01,4.134438626e-04,2.013708218e-03,-1.114378102e-06,5.641584267e-04,4.328663304e-17
853.333333,3.276670352e-01,6.676419838e-04,2.684944291e-03,-1.248992177e-06,7.049361014e-04,5.771551072e-17
1066.666667,4.909685717e-01,9.379260254e-04,3.356180363e-03,-1.265183606e-06,8.220762089e-04,7.214438840e-17
1280.000000,6.767386573e-01,1.199032490e-03,4.027416436e-03,-1.162952389e-06,9.155787493e-04,8.657326608e-17
1493.333333,8.799346111e-01,1.425697879e-03,4.698652509e-03,-9.422985263e-07,9.854437225e-04,1.010021438e-16
1706.666667,1.095513752e+00,1.592658695e-03,5.369888581e-03,-6.032220174e-07,1.031671129e-03,1.154310214e-16
1920.000000,1.318433399e+00,1.674651440e-03,6.041124654e-03,-1.457228626e-07,1.054260968e-03,1.298598991e-16
2133.333333,1.543650871e+00,1.646412617e-03,6.712360727e-03,4.301989383e-07,1.053213239e-03,1.442887768e-16
2346.666667,1.766123487e+00,1.482678727e-03,7.383596799e-03,1.124543385e-06,1.028527944e-03,1.587176545e-16
2560.000000,1.980808567e+00,1.158186273e-03,8.054832872e-03,1.937310478e-06,9.802050818e-04,1.731465322e-16
2773.333333,2.182663429e+00,6.476717574e-04,8.726068944e-03,2.868500217e-06,9.082446523e-04,1.875754098e-16
2986.666667,2.366645392e+00,-7.412831841e-05,9.397305017e-03,3.918112602e-06,8.126466556e-04,2.020042875e-16
3000.000000,2.377435718e+00,-1.268328576e-04,9.439257272e-03,3.987645378e-06,8.058869397e-04,2.029060924e-16
