s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.744208877e+00,1.181767115e-04,-4.613940323e-02,-3.377833649e-06,3.841732439e-04,6.430061906e-17
213.333333,4.828864014e+00,6.282570614e-04,-4.670340822e-02,-1.460383804e-06,4.084304008e-04,6.858379953e-17
426.666667,4.918029520e+00,7.652585153e-04,-4.726741321e-02,1.197810005e-07,4.264579522e-04,7.286698000e-17
640.000000,5.010376413e+00,6.011352151e-04,-4.783141819e-02,1.362660765e-06,4.382558984e-04,7.715016047e-17
853.333333,5.104575709e+00,2.078413027e-04,-4.839542318e-02,2.268255490e-06,4.438242391e-04,8.143334094e-17
1066.666667,5.199298427e+00,-3.426690801e-04,-4.895942817e-02,2.836565175e-06,4.431629746e-04,8.571652141e-17
1280.000000,5.293215584e+00,-9.784417915e-04,-4.952343316e-02,3.067589820e-06,4.362721047e-04,8.999970188e-17
1493.333333,5.384998198e+00,-1.627522690e-03,-5.008743815e-02,2.961329425e-06,4.231516294e-04,9.428288235e-17
1706.666667,5.473317286e+00,-2.217957632e-03,-5.065144314e-02,2.517783991e-06,4.038015488e-04,9.856606282e-17
1920.000000,5.556843865e+00,-2.677792478e-03,-5.121544813e-02,1.736953516e-06,3.782218628e-04,1.028492433e-16
2133.333333,5.634248953e+00,-2.935073085e-03,-5.177945312e-02,6.188380010e-07,3.464125715e-04,1.071324238e-16
2346.666667,5.704203568e+00,-2.917845311e-03,-5.234345811e-02,-8.365625537e-07,3.083736748e-04,1.114156042e-16
2560.000000,5.765378727e+00,-2.554155015e-03,-5.290746310e-02,-2.629248148e-06,2.641051728e-04,1.156987847e-16
2773.333333,5.816445447e+00,-1.772048054e-03,-5.347146808e-02,-4.759218783e-06,2.136070654e-04,1.199819652e-16
2986.666667,5.856074747e+00,-4.995702869e-04,-5.403547307e-02,-7.226474458e-06,1.568793527e-04,1.242651456e-16
3000.000000,5.858141483e+00,-4.021160754e-04,-5.407072339e-02,-7.391876855e-06,1.531270283e-04,1.245328444e-16
