s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.689832237e+00,-1.181767140e-04,-4.048402436e-02,-3.377833649e-06,-3.916011340e-04,8.214711177e-17
206.666667,4.689075052e+00,-1.181767140e-04,3.165891017e-02,-3.377833649e-06,-3.075872979e-04,1.251840590e-16
413.333333,4.688317868e+00,-1.181767140e-04,8.707820584e-02,-3.377833649e-06,-2.297594676e-04,1.654770663e-16
620.000000,4.687560683e+00,-1.181767139e-04,1.270523039e-01,-3.377833649e-06,-1.581176431e-04,2.030261361e-16
826.666667,4.686803499e+00,-1.181767139e-04,1.528596454e-01,-3.377833649e-06,-9.266182440e-05,2.378312662e-16
1033.333333,4.686046314e+00,-1.181767138e-04,1.657786717e-01,-3.377833649e-06,-3.339201146e-05,2.698924565e-16
1240.000000,4.685289130e+00,-1.181767138e-04,1.670878239e-01,-3.377833649e-06,1.969179569e-05,2.992097094e-16
1446.666667,4.684531945e+00,-1.181767137e-04,1.580655432e-01,-3.377833649e-06,6.658959706e-05,3.257830248e-16
1653.333333,4.683774761e+00,-1.181767137e-04,1.399902708e-01,-3.377833649e-06,1.073013926e-04,3.496123982e-16
1860.000000,4.683017576e+00,-1.181767136e-04,1.141404480e-01,-3.377833649e-06,1.418271824e-04,3.706978341e-16
2066.666667,4.682260392e+00,-1.181767135e-04,8.179451580e-02,-3.377833649e-06,1.701669665e-04,3.890393235e-16
2273.333333,4.681503208e+00,-1.181767134e-04,4.423091555e-02,-3.377833649e-06,1.923207447e-04,4.046368844e-16
2480.000000,4.680746023e+00,-1.181767133e-04,2.728088397e-03,-3.377833649e-06,2.082885171e-04,4.174905034e-16
2686.666667,4.679988839e+00,-1.181767132e-04,-4.143552446e-02,-3.377833649e-06,2.180702838e-04,4.276001804e-16
2893.333333,4.679231654e+00,-1.181767132e-04,-8.698148184e-02,-3.377833649e-06,2.216660447e-04,4.349659243e-16
3100.000000,4.678474470e+00,-1.181767131e-04,-1.326313425e-01,-3.377833649e-06,2.190757998e-04,4.395877263e-16
3306.666667,4.677717285e+00,-1.181767130e-04,-1.771066653e-01,-3.377833649e-06,2.102995491e-04,4.414655863e-16
3513.333333,4.676960101e+00,-1.181767129e-04,-2.191290091e-01,-3.377833649e-06,1.953372926e-04,4.405995089e-16
3720.000000,4.676202916e+00,-1.181767128e-04,-2.574199325e-01,-3.377833649e-06,1.741890303e-04,4.369894984e-16
3926.666667,4.675445732e+00,-1.181767127e-04,-2.907009945e-01,-3.377833649e-06,1.468547623e-04,4.306355414e-16
4133.333333,4.674688547e+00,-1.181767126e-04,-3.176937539e-01,-3.377833649e-06,1.133344884e-04,4.215376515e-16
4340.000000,4.673931363e+00,-1.181767125e-04,-3.371197694e-01,-3.377833649e-06,7.362820883e-05,4.096958151e-16
4546.666667,4.673174178e+00,-1.181767124e-04,-3.477005998e-01,-3.377833649e-06,2.773592343e-05,3.951100457e-16
4753.333333,4.672416994e+00,-1.181767124e-04,-3.481578040e-01,-3.377833649e-06,-2.434236776e-05,3.777803343e-16
4960.000000,4.671659809e+00,-1.181767123e-04,-3.372129407e-01,-3.377833649e-06,-8.260666473e-05,3.577066877e-16
5166.666667,4.670902625e+00,-1.181767122e-04,-3.135875688e-01,-3.377833649e-06,-1.470569675e-04,3.348890990e-16
5373.333333,4.670145440e+00,-1.181767121e-04,-2.760032471e-01,-3.377833649e-06,-2.176932760e-04,3.093275729e-16
5580.000000,4.669388256e+00,-1.181767121e-04,-2.231815343e-01,-3.377833649e-06,-2.945155903e-04,2.810221060e-16
5786.666667,4.668631071e+00,-1.181767120e-04,-1.538439894e-01,-3.377833649e-06,-3.775239104e-04,2.499727015e-16
5993.333333,4.667873887e+00,-1.181767120e-04,-6.671217096e-02,-3.377833649e-06,-4.667182363e-04,2.161793577e-16
6000.000000,4.667849462e+00,-1.181767120e-04,-6.359078553e-02,-3.377833649e-06,-4.696984655e-04,2.150435651e-16
