s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.689832237e+00,-1.794133645e-12,-4.890321502e-02,-7.682621973e-17,3.916011340e-04,9.374825365e-17
213.333333,4.776385551e+00,-1.779897326e-12,-4.964289485e-02,-5.698782222e-17,4.186945996e-04,9.662144106e-17
426.666667,4.867988187e+00,-1.769670128e-12,-5.038257469e-02,-3.924070822e-17,4.389385185e-04,9.949462847e-17
640.000000,4.963178907e+00,-1.763005910e-12,-5.112225453e-02,-2.358487775e-17,4.523328908e-04,1.023678159e-16
853.333333,5.060496475e+00,-1.759458533e-12,-5.186193437e-02,-1.002033080e-17,4.588777165e-04,1.052410033e-16
1066.666667,5.158479654e+00,-1.758581856e-12,-5.260161421e-02,1.452932633e-18,4.585729955e-04,1.081141907e-16
1280.000000,5.255667207e+00,-1.759929738e-12,-5.334129405e-02,1.083491254e-17,4.514187279e-04,1.109873781e-16
1493.333333,5.350597899e+00,-1.763056038e-12,-5.408097388e-02,1.812560893e-17,4.374149136e-04,1.138605655e-16
1706.666667,5.441810492e+00,-1.767514617e-12,-5.482065372e-02,2.332502180e-17,4.165615527e-04,1.167337529e-16
1920.000000,5.527843749e+00,-1.772859334e-12,-5.556033356e-02,2.643315114e-17,3.888586452e-04,1.196069403e-16
2133.333333,5.607236435e+00,-1.778644048e-12,-5.630001340e-02,2.744999696e-17,3.543061911e-04,1.224801277e-16
2346.666667,5.678527312e+00,-1.784422619e-12,-5.703969324e-02,2.637555927e-17,3.129041903e-04,1.253533152e-16
2560.000000,5.740255144e+00,-1.789748907e-12,-5.777937308e-02,2.320983805e-17,2.646526428e-04,1.282265026e-16
2773.333333,5.790958694e+00,-1.794176770e-12,-5.851905291e-02,1.795283331e-17,2.095515487e-04,1.310996900e-16
2986.666667,5.829176726e+00,-1.797260069e-12,-5.925873275e-02,1.060454505e-17,1.476009080e-04,1.339728774e-16
3000.000000,5.831117439e+00,-1.797397947e-12,-5.930496274e-02,1.007583988e-17,1.435015666e-04,1.341524516e-16
