s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.259705863e+00,-8.134814647e-13,-2.896399003e-02,-1.509130247e-16,5.829045239e-04,6.672514247e-17
213.333333,2.259705863e+00,9.019224558e-06,-2.883385478e-02,1.182603704e-06,5.829045239e-04,3.642628333e-17
426.666667,2.259705863e+00,1.803844993e-05,-2.847537584e-02,2.140722111e-06,5.829045239e-04,9.876550867e-18
640.000000,2.259705863e+00,2.705767530e-05,-2.793644341e-02,2.874355221e-06,5.829045239e-04,-1.281377130e-17
853.333333,2.259705863e+00,3.607690067e-05,-2.726494768e-02,3.383503033e-06,5.829045239e-04,-3.186672778e-17
1066.666667,2.259705863e+00,4.509612604e-05,-2.650877885e-02,3.668165548e-06,5.829045239e-04,-4.676421449e-17
1280.000000,2.259705863e+00,5.411535141e-05,-2.571582711e-02,3.728342766e-06,5.829045239e-04,-5.795032064e-17
1493.333333,2.259705863e+00,6.313457678e-05,-2.493398267e-02,3.564034687e-06,5.829045239e-04,-6.557307598e-17
1706.666667,2.259705863e+00,7.215380216e-05,-2.421113571e-02,3.175241310e-06,5.829045239e-04,-6.904036154e-17
1920.000000,2.259705863e+00,8.117302753e-05,-2.359517644e-02,2.561962636e-06,5.829045239e-04,-6.879626655e-17
2133.333333,2.259705863e+00,9.019225290e-05,-2.313399505e-02,1.724198665e-06,5.829045239e-04,-6.498882074e-17
2346.666667,2.259705863e+00,9.921147827e-05,-2.287548174e-02,6.619493967e-07,5.829045239e-04,-5.702590516e-17
2560.000000,2.259705863e+00,1.082307036e-04,-2.286752671e-02,-6.247851691e-07,5.829045239e-04,-4.542562389e-17
2773.333333,2.259705863e+00,1.172499290e-04,-2.315802015e-02,-2.136005032e-06,5.829045239e-04,-3.003994720e-17
2986.666667,2.259705863e+00,1.262691544e-04,-2.379485226e-02,-3.871710192e-06,5.829045239e-04,-1.073934906e-17
3000.000000,2.259705863e+00,1.268328560e-04,-2.384724699e-02,-3.987645378e-06,5.829045239e-04,-9.407230161e-18
