s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.744208877e+00,-7.864106702e-13,-5.455859388e-02,8.312644547e-17,-3.841732439e-04,8.732170193e-17
206.666667,4.742335904e+00,-7.737347239e-13,1.678998274e-02,8.290943769e-17,-3.072150100e-04,3.596209818e-17
413.333333,4.740462931e+00,-7.712928173e-13,7.280311533e-02,8.269242992e-17,-2.357657210e-04,-1.171739085e-17
620.000000,4.738589957e+00,-7.783243931e-13,1.146193192e-01,8.247542214e-17,-1.698253769e-04,-5.571676516e-17
826.666667,4.736716984e+00,-7.940688945e-13,1.433771096e-01,8.225841437e-17,-1.093939779e-04,-9.603602476e-17
1033.333333,4.734844011e+00,-8.177657644e-13,1.602150018e-01,8.204140659e-17,-5.447152376e-05,-1.326751696e-16
1240.000000,4.732971038e+00,-8.486544456e-13,1.662715111e-01,8.182439882e-17,-5.058014639e-06,-1.656341998e-16
1446.666667,4.731098065e+00,-8.859743812e-13,1.626851529e-01,8.160739104e-17,3.884654952e-05,-1.949131152e-16
1653.333333,4.729225092e+00,-9.289650142e-13,1.505944424e-01,8.139038327e-17,7.724216870e-05,-2.205119159e-16
1860.000000,4.727352118e+00,-9.768657875e-13,1.311378950e-01,8.117337549e-17,1.101288429e-04,-2.424306019e-16
2066.666667,4.725479145e+00,-1.028916144e-12,1.054540258e-01,8.095636771e-17,1.375065722e-04,-2.606691732e-16
2273.333333,4.723606172e+00,-1.084355527e-12,7.468135023e-02,8.073935994e-17,1.593753565e-04,-2.752276298e-16
2480.000000,4.721733199e+00,-1.142423379e-12,3.995838356e-02,8.052235216e-17,1.757351958e-04,-2.861059716e-16
2686.666667,4.719860226e+00,-1.202359143e-12,2.423641079e-03,8.030534439e-17,1.865860901e-04,-2.933041988e-16
2893.333333,4.717987253e+00,-1.263402262e-12,-3.678436192e-02,8.008833661e-17,1.919280395e-04,-2.968223112e-16
3100.000000,4.716114279e+00,-1.324792179e-12,-7.652711014e-02,7.987132884e-17,1.917610439e-04,-2.966603088e-16
3306.666667,4.714241306e+00,-1.385768337e-12,-1.156660883e-01,7.965432106e-17,1.860851033e-04,-2.928181918e-16
3513.333333,4.712368333e+00,-1.445570179e-12,-1.530627811e-01,7.943731329e-17,1.749002178e-04,-2.852959601e-16
3720.000000,4.710495360e+00,-1.503437148e-12,-1.875786732e-01,7.922030551e-17,1.582063873e-04,-2.740936136e-16
3926.666667,4.708622387e+00,-1.558608687e-12,-2.180752494e-01,7.900329774e-17,1.360036118e-04,-2.592111524e-16
4133.333333,4.706749414e+00,-1.610324239e-12,-2.434139943e-01,7.878628996e-17,1.082918914e-04,-2.406485765e-16
4340.000000,4.704876441e+00,-1.657823246e-12,-2.624563927e-01,7.856928219e-17,7.507122596e-05,-2.184058859e-16
4546.666667,4.703003467e+00,-1.700345153e-12,-2.740639293e-01,7.835227441e-17,3.634161558e-05,-1.924830805e-16
4753.333333,4.701130494e+00,-1.737129401e-12,-2.770980887e-01,7.813526664e-17,-7.896939763e-06,-1.628801604e-16
4960.000000,4.699257521e+00,-1.767415433e-12,-2.704203558e-01,7.791825886e-17,-5.764444008e-05,-1.295971257e-16
5166.666667,4.697384548e+00,-1.790442694e-12,-2.528922151e-01,7.770125108e-17,-1.129008854e-04,-9.263397615e-17
5373.333333,4.695511575e+00,-1.805450624e-12,-2.233751514e-01,7.748424331e-17,-1.736662756e-04,-5.199071193e-17
5580.000000,4.693638602e+00,-1.811678669e-12,-1.807306494e-01,7.726723553e-17,-2.399406108e-04,-7.667332990e-18
5786.666667,4.691765628e+00,-1.808366270e-12,-1.238201938e-01,7.705022776e-17,-3.117238910e-04,4.033616067e-17
5993.333333,4.689892655e+00,-1.794752870e-12,-5.150526933e-02,7.683321998e-17,-3.890161162e-04,9.201976905e-17
6000.000000,4.689832237e+00,-1.794133645e-12,-4.890321502e-02,7.682621973e-17,-3.916011340e-04,9.374825365e-17
