s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,-1.268328571e-04,-2.849363517e-02,3.987645378e-06,5.889473270e-04,9.011047858e-17
213.333333,2.445307409e+00,-8.131200895e-04,-2.974844534e-02,2.483572289e-06,7.035131646e-04,8.916226905e-17
426.666667,2.605853176e+00,-1.202394309e-03,-3.100325551e-02,1.203148379e-06,7.983082768e-04,8.821405952e-17
640.000000,2.784513022e+00,-1.342367340e-03,-3.225806569e-02,1.463736484e-07,8.733326636e-04,8.726584999e-17
853.333333,2.977069194e+00,-1.280751007e-03,-3.351287586e-02,-6.867519039e-07,9.285863250e-04,8.631764046e-17
1066.666667,3.179303936e+00,-1.065257136e-03,-3.476768603e-02,-1.296228277e-06,9.640692610e-04,8.536943093e-17
1280.000000,3.386999494e+00,-7.435975503e-04,-3.602249621e-02,-1.682055472e-06,9.797814717e-04,8.442122139e-17
1493.333333,3.595938112e+00,-3.634840759e-04,-3.727730638e-02,-1.844233488e-06,9.757229570e-04,8.347301186e-17
1706.666667,3.801902037e+00,2.737146288e-05,-3.853211655e-02,-1.782762325e-06,9.518937169e-04,8.252480233e-17
1920.000000,4.000673513e+00,3.812572411e-04,-3.978692673e-02,-1.497641983e-06,9.082937514e-04,8.157659280e-17
2133.333333,4.188034786e+00,6.504614341e-04,-4.104173690e-02,-9.888724627e-07,8.449230605e-04,8.062838327e-17
2346.666667,4.359768101e+00,7.872722169e-04,-4.229654707e-02,-2.564537633e-07,7.617816443e-04,7.968017374e-17
2560.000000,4.511655703e+00,7.439777648e-04,-4.355135725e-02,6.996141148e-07,6.588695027e-04,7.873196421e-17
2773.333333,4.639479837e+00,4.728662530e-04,-4.480616742e-02,1.879331172e-06,5.361866357e-04,7.778375467e-17
2986.666667,4.739022749e+00,-7.377414338e-05,-4.606097759e-02,3.282697408e-06,3.937330433e-04,7.683554514e-17
3000.000000,4.744208877e+00,-1.181767131e-04,-4.613940323e-02,3.377833649e-06,3.841732439e-04,7.677628205e-17
