s_mm,ux,uy,uz,rx,ry,rz
0.000000,5.901008234e+00,4.021160711e-04,7.024523788e-03,-7.391876855e-06,-8.870955508e-05,2.373498858e-16
206.666667,5.899531712e+00,4.021160711e-04,2.285166933e-02,-7.391876855e-06,-6.476745073e-05,2.679780939e-16
413.333333,5.898055191e+00,4.021160712e-04,3.392365033e-02,-7.391876855e-06,-4.269183380e-05,2.961159657e-16
620.000000,5.896578669e+00,4.021160712e-04,4.062620754e-02,-7.391876855e-06,-2.248270428e-05,3.217635004e-16
826.666667,5.895102148e+00,4.021160713e-04,4.334508168e-02,-7.391876855e-06,-4.140062172e-06,3.449207024e-16
1033.333333,5.893625627e+00,4.021160714e-04,4.246601348e-02,-7.391876855e-06,1.233609252e-05,3.655875674e-16
1240.000000,5.892149105e+00,4.021160715e-04,3.837474368e-02,-7.391876855e-06,2.694575980e-05,3.837640952e-16
1446.666667,5.890672584e+00,4.021160715e-04,3.145701301e-02,-7.391876855e-06,3.968893966e-05,3.994502949e-16
1653.333333,5.889196062e+00,4.021160716e-04,2.209856220e-02,-7.391876855e-06,5.056563212e-05,4.126461485e-16
1860.000000,5.887719541e+00,4.021160717e-04,1.068513198e-02,-7.391876855e-06,5.957583716e-05,4.233516649e-16
2066.666667,5.886243020e+00,4.021160718e-04,-2.397536916e-03,-7.391876855e-06,6.671955478e-05,4.315668623e-16
2273.333333,5.884766498e+00,4.021160719e-04,-1.676370375e-02,-7.391876855e-06,7.199678499e-05,4.372917135e-16
2480.000000,5.883289977e+00,4.021160720e-04,-3.202762780e-02,-7.391876855e-06,7.540752779e-05,4.405262185e-16
2686.666667,5.881813455e+00,4.021160721e-04,-4.780356833e-02,-7.391876855e-06,7.695178317e-05,4.412703955e-16
2893.333333,5.880336934e+00,4.021160722e-04,-6.370578460e-02,-7.391876855e-06,7.662955114e-05,4.395242624e-16
3100.000000,5.878860413e+00,4.021160723e-04,-7.934853589e-02,-7.391876855e-06,7.444083170e-05,4.352877651e-16
3306.666667,5.877383891e+00,4.021160723e-04,-9.434608146e-02,-7.391876855e-06,7.038562484e-05,4.285609397e-16
3513.333333,5.875907370e+00,4.021160724e-04,-1.083126806e-01,-7.391876855e-06,6.446393058e-05,4.193437682e-16
3720.000000,5.874430848e+00,4.021160725e-04,-1.208625925e-01,-7.391876855e-06,5.667574889e-05,4.076362685e-16
3926.666667,5.872954327e+00,4.021160726e-04,-1.316100765e-01,-7.391876855e-06,4.702107979e-05,3.934384408e-16
4133.333333,5.871477806e+00,4.021160727e-04,-1.401693919e-01,-7.391876855e-06,3.549992328e-05,3.767502669e-16
4340.000000,5.870001284e+00,4.021160728e-04,-1.461547979e-01,-7.391876855e-06,2.211227936e-05,3.575717558e-16
4546.666667,5.868524763e+00,4.021160728e-04,-1.491805538e-01,-7.391876855e-06,6.858148023e-06,3.359029167e-16
4753.333333,5.867048241e+00,4.021160729e-04,-1.488609189e-01,-7.391876855e-06,-1.026247073e-05,3.117437405e-16
4960.000000,5.865571720e+00,4.021160730e-04,-1.448101523e-01,-7.391876855e-06,-2.924957689e-05,2.850942271e-16
5166.666667,5.864095199e+00,4.021160730e-04,-1.366425135e-01,-7.391876855e-06,-5.010317047e-05,2.559543766e-16
5373.333333,5.862618677e+00,4.021160731e-04,-1.239722616e-01,-7.391876855e-06,-7.282325146e-05,2.243241935e-16
5580.000000,5.861142156e+00,4.021160731e-04,-1.064136560e-01,-7.391876855e-06,-9.740981987e-05,1.902036777e-16
5786.666667,5.859665634e+00,4.021160731e-04,-8.358095585e-02,-7.391876855e-06,-1.238628757e-04,1.535928226e-16
5993.333333,5.858189113e+00,4.021160732e-04,-5.508842046e-02,-7.391876855e-06,-1.521824189e-04,1.144916324e-16
6000.000000,5.858141483e+00,4.021160732e-04,-5.407072339e-02,-7.391876855e-06,-1.531270283e-04,1.131888412e-16
