s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.259705863e+00,-1.268328576e-04,-2.384724699e-02,3.987645378e-06,5.829045239e-04,1.076360912e-16
213.333333,2.396601817e+00,-8.131200900e-04,-2.503030671e-02,2.483572289e-06,6.972304938e-04,1.058235416e-16
426.666667,2.555797996e+00,-1.202394309e-03,-2.621336643e-02,1.203148380e-06,7.919691310e-04,1.040109919e-16
640.000000,2.733115769e+00,-1.342367340e-03,-2.739642616e-02,1.463736485e-07,8.671204355e-04,1.021984423e-16
853.333333,2.924376505e+00,-1.280751008e-03,-2.857948588e-02,-6.867519037e-07,9.226844074e-04,1.003858926e-16
1066.666667,3.125401573e+00,-1.065257136e-03,-2.976254561e-02,-1.296228277e-06,9.586610466e-04,9.857334297e-17
1280.000000,3.332012342e+00,-7.435975510e-04,-3.094560533e-02,-1.682055472e-06,9.750503532e-04,9.676079332e-17
1493.333333,3.540030180e+00,-3.634840766e-04,-3.212866506e-02,-1.844233488e-06,9.718523270e-04,9.494824367e-17
1706.666667,3.745276457e+00,2.737146212e-05,-3.331172478e-02,-1.782762325e-06,9.490669682e-04,9.313569402e-17
1920.000000,3.943572543e+00,3.812572403e-04,-3.449478451e-02,-1.497641983e-06,9.066942767e-04,9.132314437e-17
2133.333333,4.130739805e+00,6.504614332e-04,-3.567784423e-02,-9.888724624e-07,8.447342526e-04,8.951059472e-17
2346.666667,4.302599614e+00,7.872722160e-04,-3.686090395e-02,-2.564537631e-07,7.631868958e-04,8.769804507e-17
2560.000000,4.454973337e+00,7.439777639e-04,-3.804396368e-02,6.996141150e-07,6.620522063e-04,8.588549542e-17
2773.333333,4.583682345e+00,4.728662520e-04,-3.922702340e-02,1.879331172e-06,5.413301841e-04,8.407294577e-17
2986.666667,4.684548005e+00,-7.377414436e-05,-4.041008313e-02,3.282697408e-06,4.010208293e-04,8.226039612e-17
3000.000000,4.689832237e+00,-1.181767140e-04,-4.048402436e-02,3.377833649e-06,3.916011340e-04,8.214711177e-17
