s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,1.268328565e-04,-2.849363517e-02,-3.987645378e-06,5.889473270e-04,-4.809193902e-17
213.333333,2.445307409e+00,8.131200890e-04,-2.974844534e-02,-2.483572289e-06,7.035131646e-04,-4.009957933e-17
426.666667,2.605853176e+00,1.202394308e-03,-3.100325551e-02,-1.203148379e-06,7.983082768e-04,-3.210721965e-17
640.000000,2.784513022e+00,1.342367339e-03,-3.225806569e-02,-1.463736481e-07,8.733326636e-04,-2.411485996e-17
853.333333,2.977069194e+00,1.280751006e-03,-3.351287586e-02,6.867519043e-07,9.285863250e-04,-1.612250027e-17
1066.666667,3.179303936e+00,1.065257135e-03,-3.476768603e-02,1.296228278e-06,9.640692610e-04,-8.130140589e-18
1280.000000,3.386999494e+00,7.435975494e-04,-3.602249621e-02,1.682055473e-06,9.797814717e-04,-1.377809032e-19
1493.333333,3.595938112e+00,3.634840749e-04,-3.727730638e-02,1.844233488e-06,9.757229570e-04,7.854578782e-18
1706.666667,3.801902037e+00,-2.737146402e-05,-3.853211655e-02,1.782762326e-06,9.518937169e-04,1.584693847e-17
1920.000000,4.000673513e+00,-3.812572424e-04,-3.978692673e-02,1.497641984e-06,9.082937514e-04,2.383929815e-17
2133.333333,4.188034786e+00,-6.504614355e-04,-4.104173690e-02,9.888724631e-07,8.449230605e-04,3.183165784e-17
2346.666667,4.359768101e+00,-7.872722184e-04,-4.229654707e-02,2.564537637e-07,7.617816443e-04,3.982401752e-17
2560.000000,4.511655703e+00,-7.439777664e-04,-4.355135725e-02,-6.996141146e-07,6.588695027e-04,4.781637721e-17
2773.333333,4.639479837e+00,-4.728662545e-04,-4.480616742e-02,-1.879331172e-06,5.361866357e-04,5.580873690e-17
2986.666667,4.739022749e+00,7.377414186e-05,-4.606097759e-02,-3.282697408e-06,3.937330433e-04,6.380109658e-17
3000.000000,4.744208877e+00,1.181767115e-04,-4.613940323e-02,-3.377833649e-06,3.841732439e-04,6.430061906e-17
