s_mm,ux,uy,uz,rx,ry,rz
0.000000,5.831117439e+00,-1.797397947e-12,-5.930496274e-02,-1.007583988e-17,-1.435015666e-04,1.341524516e-16
206.666667,5.830786608e+00,-1.766192413e-12,-3.293787560e-02,-8.944801087e-18,-1.120506513e-04,1.674548403e-16
413.333333,5.830455778e+00,-1.728341069e-12,-1.283079205e-02,-7.813762291e-18,-8.292088665e-05,1.984667397e-16
620.000000,5.830124948e+00,-1.684317283e-12,1.495992378e-03,-6.682723495e-18,-5.611227273e-05,2.271881497e-16
826.666667,5.829794118e+00,-1.634594423e-12,1.052218217e-02,-5.551684699e-18,-3.162480953e-05,2.536190704e-16
1033.333333,5.829463288e+00,-1.579645857e-12,1.472748181e-02,-4.420645903e-18,-9.458497054e-06,2.777595017e-16
1240.000000,5.829132458e+00,-1.519944952e-12,1.459159578e-02,-3.289607108e-18,1.038666471e-05,2.996094436e-16
1446.666667,5.828801627e+00,-1.455965076e-12,1.059422856e-02,-2.158568312e-18,2.791067575e-05,3.191688962e-16
1653.333333,5.828470797e+00,-1.388179597e-12,3.215084631e-03,-1.027529516e-18,4.311353608e-05,3.364378594e-16
1860.000000,5.828139967e+00,-1.317061883e-12,-7.066131524e-03,1.035092802e-19,5.599524568e-05,3.514163333e-16
2066.666667,5.827809137e+00,-1.243085302e-12,-1.976971542e-02,1.234548076e-18,6.655580457e-05,3.641043178e-16
2273.333333,5.827478307e+00,-1.166723221e-12,-3.441596259e-02,2.365586872e-18,7.479521274e-05,3.745018129e-16
2480.000000,5.827147477e+00,-1.088449009e-12,-5.052516853e-02,3.496625668e-18,8.071347020e-05,3.826088187e-16
2686.666667,5.826816646e+00,-1.008736032e-12,-6.761762877e-02,4.627664464e-18,8.431057693e-05,3.884253352e-16
2893.333333,5.826485816e+00,-9.280576593e-13,-8.521363883e-02,5.758703260e-18,8.558653294e-05,3.919513622e-16
3100.000000,5.826154986e+00,-8.468872582e-13,-1.028334942e-01,6.889742056e-18,8.454133824e-05,3.931868999e-16
3306.666667,5.825824156e+00,-7.656981965e-13,-1.199974905e-01,8.020780852e-18,8.117499282e-05,3.921319483e-16
3513.333333,5.825493326e+00,-6.849638421e-13,-1.362259231e-01,9.151819647e-18,7.548749668e-05,3.887865073e-16
3720.000000,5.825162496e+00,-6.051575628e-13,-1.510390876e-01,1.028285844e-17,6.747884982e-05,3.831505769e-16
3926.666667,5.824831665e+00,-5.267527263e-13,-1.639572795e-01,1.141389724e-17,5.714905225e-05,3.752241572e-16
4133.333333,5.824500835e+00,-4.502227004e-13,-1.745007944e-01,1.254493604e-17,4.449810395e-05,3.650072481e-16
4340.000000,5.824170005e+00,-3.760408530e-13,-1.821899277e-01,1.367597483e-17,2.952600494e-05,3.524998497e-16
4546.666667,5.823839175e+00,-3.046805518e-13,-1.865449749e-01,1.480701363e-17,1.223275521e-05,3.377019619e-16
4753.333333,5.823508345e+00,-2.366151647e-13,-1.870862317e-01,1.593805242e-17,-7.381645237e-06,3.206135847e-16
4960.000000,5.823177515e+00,-1.723180594e-13,-1.833339934e-01,1.706909122e-17,-2.931719640e-05,3.012347182e-16
5166.666667,5.822846684e+00,-1.122626038e-13,-1.748085557e-01,1.820013001e-17,-5.357389829e-05,2.795653623e-16
5373.333333,5.822515854e+00,-5.692216561e-14,-1.610302140e-01,1.933116881e-17,-8.015175089e-05,2.556055171e-16
5580.000000,5.822185024e+00,-6.770112679e-15,-1.415192638e-01,2.046220761e-17,-1.090507542e-04,2.293551825e-16
5786.666667,5.821854194e+00,3.772018720e-14,-1.157960007e-01,2.159324640e-17,-1.402709083e-04,2.008143585e-16
5993.333333,5.821523364e+00,7.607536623e-14,-8.338072023e-02,2.272428520e-17,-1.738122130e-04,1.699830452e-16
6000.000000,5.821512692e+00,7.720514555e-14,-8.221823807e-02,2.276077032e-17,-1.749328362e-04,1.689503516e-16
