s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.689832237e+00,-1.794133645e-12,-4.890321502e-02,7.682621973e-17,-3.916011340e-04,9.374825365e-17
206.666667,4.689075052e+00,-1.769805757e-12,2.323971951e-02,7.454442684e-17,-3.075872979e-04,1.411379970e-16
413.333333,4.688317868e+00,-1.736021843e-12,7.865901519e-02,7.226263394e-17,-2.297594676e-04,1.852581769e-16
620.000000,4.687560683e+00,-1.693457614e-12,1.186331132e-01,6.998084105e-17,-1.581176431e-04,2.261087931e-16
826.666667,4.686803499e+00,-1.642788779e-12,1.444404547e-01,6.769904815e-17,-9.266182440e-05,2.636898457e-16
1033.333333,4.686046314e+00,-1.584691048e-12,1.573594810e-01,6.541725525e-17,-3.339201146e-05,2.980013348e-16
1240.000000,4.685289130e+00,-1.519840130e-12,1.586686332e-01,6.313546236e-17,1.969179569e-05,3.290432603e-16
1446.666667,4.684531945e+00,-1.448911737e-12,1.496463525e-01,6.085366946e-17,6.658959706e-05,3.568156222e-16
1653.333333,4.683774761e+00,-1.372581576e-12,1.315710802e-01,5.857187657e-17,1.073013926e-04,3.813184206e-16
1860.000000,4.683017576e+00,-1.291525359e-12,1.057212573e-01,5.629008367e-17,1.418271824e-04,4.025516553e-16
2066.666667,4.682260392e+00,-1.206418795e-12,7.337532515e-02,5.400829078e-17,1.701669665e-04,4.205153265e-16
2273.333333,4.681503208e+00,-1.117937594e-12,3.581172490e-02,5.172649788e-17,1.923207447e-04,4.352094341e-16
2480.000000,4.680746023e+00,-1.026757466e-12,-5.691102258e-03,4.944470498e-17,2.082885171e-04,4.466339781e-16
2686.666667,4.679988839e+00,-9.335541200e-13,-4.985471512e-02,4.716291209e-17,2.180702838e-04,4.547889585e-16
2893.333333,4.679231654e+00,-8.390032664e-13,-9.540067249e-02,4.488111919e-17,2.216660447e-04,4.596743754e-16
3100.000000,4.678474470e+00,-7.437806148e-13,-1.410505332e-01,4.259932630e-17,2.190757998e-04,4.612902287e-16
3306.666667,4.677717285e+00,-6.485618751e-13,-1.855258560e-01,4.031753340e-17,2.102995491e-04,4.596365184e-16
3513.333333,4.676960101e+00,-5.540227571e-13,-2.275481997e-01,3.803574051e-17,1.953372926e-04,4.547132445e-16
3720.000000,4.676202916e+00,-4.608389707e-13,-2.658391232e-01,3.575394761e-17,1.741890303e-04,4.465204070e-16
3926.666667,4.675445732e+00,-3.696862255e-13,-2.991201852e-01,3.347215471e-17,1.468547623e-04,4.350580060e-16
4133.333333,4.674688547e+00,-2.812402315e-13,-3.261129445e-01,3.119036182e-17,1.133344884e-04,4.203260413e-16
4340.000000,4.673931363e+00,-1.961766984e-13,-3.455389600e-01,2.890856892e-17,7.362820883e-05,4.023245131e-16
4546.666667,4.673174178e+00,-1.151713360e-13,-3.561197905e-01,2.662677603e-17,2.773592343e-05,3.810534213e-16
4753.333333,4.672416994e+00,-3.889985415e-14,-3.565769946e-01,2.434498313e-17,-2.434236776e-05,3.565127660e-16
4960.000000,4.671659809e+00,3.196203735e-14,-3.456321314e-01,2.206319024e-17,-8.260666473e-05,3.287025470e-16
5166.666667,4.670902625e+00,9.673862869e-14,-3.220067595e-01,1.978139734e-17,-1.470569675e-04,2.976227645e-16
5373.333333,4.670145440e+00,1.547542101e-13,-2.844224378e-01,1.749960444e-17,-2.176932760e-04,2.632734184e-16
5580.000000,4.669388256e+00,2.053330717e-13,-2.316007250e-01,1.521781155e-17,-2.945155903e-04,2.256545087e-16
5786.666667,4.668631071e+00,2.477995037e-13,-1.622631800e-01,1.293601865e-17,-3.775239104e-04,1.847660355e-16
5993.333333,4.667873887e+00,2.814777964e-13,-7.513136162e-02,1.065422576e-17,-4.667182363e-04,1.406079986e-16
6000.000000,4.667849462e+00,2.824102553e-13,-7.200997619e-02,1.058061954e-17,-4.696984655e-04,1.391291098e-16
