s_mm,ux,uy,uz,rx,ry,rz
0.000000,5.901008234e+00,-3.213683583e-12,-3.208217606e-03,5.620831256e-17,-8.870955508e-05,1.756805734e-16
206.666667,5.899531712e+00,-3.173562351e-12,1.261892793e-02,5.576234927e-17,-6.476745073e-05,2.121412649e-16
413.333333,5.898055191e+00,-3.126183761e-12,2.369090894e-02,5.531638598e-17,-4.269183380e-05,2.459130661e-16
620.000000,5.896578669e+00,-3.072103518e-12,3.039346615e-02,5.487042269e-17,-2.248270428e-05,2.769959770e-16
826.666667,5.895102148e+00,-3.011877326e-12,3.311234029e-02,5.442445940e-17,-4.140062172e-06,3.053899977e-16
1033.333333,5.893625627e+00,-2.946060887e-12,3.223327209e-02,5.397849612e-17,1.233609252e-05,3.310951280e-16
1240.000000,5.892149105e+00,-2.875209907e-12,2.814200229e-02,5.353253283e-17,2.694575980e-05,3.541113681e-16
1446.666667,5.890672584e+00,-2.799880090e-12,2.122427162e-02,5.308656954e-17,3.968893966e-05,3.744387180e-16
1653.333333,5.889196062e+00,-2.720627139e-12,1.186582080e-02,5.264060625e-17,5.056563212e-05,3.920771776e-16
1860.000000,5.887719541e+00,-2.638006758e-12,4.523905843e-04,5.219464296e-17,5.957583716e-05,4.070267468e-16
2066.666667,5.886243020e+00,-2.552574651e-12,-1.263027831e-02,5.174867967e-17,6.671955478e-05,4.192874259e-16
2273.333333,5.884766498e+00,-2.464886523e-12,-2.699644515e-02,5.130271638e-17,7.199678499e-05,4.288592146e-16
2480.000000,5.883289977e+00,-2.375498077e-12,-4.226036920e-02,5.085675310e-17,7.540752779e-05,4.357421131e-16
2686.666667,5.881813455e+00,-2.284965018e-12,-5.803630972e-02,5.041078981e-17,7.695178317e-05,4.399361213e-16
2893.333333,5.880336934e+00,-2.193843048e-12,-7.393852600e-02,4.996482652e-17,7.662955114e-05,4.414412393e-16
3100.000000,5.878860413e+00,-2.102687873e-12,-8.958127729e-02,4.951886323e-17,7.444083170e-05,4.402574670e-16
3306.666667,5.877383891e+00,-2.012055197e-12,-1.045788229e-01,4.907289994e-17,7.038562484e-05,4.363848044e-16
3513.333333,5.875907370e+00,-1.922500722e-12,-1.185454220e-01,4.862693665e-17,6.446393058e-05,4.298232515e-16
3720.000000,5.874430848e+00,-1.834580154e-12,-1.310953339e-01,4.818097336e-17,5.667574889e-05,4.205728084e-16
3926.666667,5.872954327e+00,-1.748849196e-12,-1.418428179e-01,4.773501008e-17,4.702107979e-05,4.086334749e-16
4133.333333,5.871477806e+00,-1.665863552e-12,-1.504021333e-01,4.728904679e-17,3.549992328e-05,3.940052513e-16
4340.000000,5.870001284e+00,-1.586178927e-12,-1.563875393e-01,4.684308350e-17,2.211227936e-05,3.766881373e-16
4546.666667,5.868524763e+00,-1.510351024e-12,-1.594132952e-01,4.639712021e-17,6.858148023e-06,3.566821331e-16
4753.333333,5.867048241e+00,-1.438935547e-12,-1.590936603e-01,4.595115692e-17,-1.026247073e-05,3.339872386e-16
4960.000000,5.865571720e+00,-1.372488200e-12,-1.550428937e-01,4.550519363e-17,-2.924957689e-05,3.086034539e-16
5166.666667,5.864095199e+00,-1.311564687e-12,-1.468752549e-01,4.505923034e-17,-5.010317047e-05,2.805307788e-16
5373.333333,5.862618677e+00,-1.256720712e-12,-1.342050030e-01,4.461326706e-17,-7.282325146e-05,2.497692135e-16
5580.000000,5.861142156e+00,-1.208511980e-12,-1.166463974e-01,4.416730377e-17,-9.740981987e-05,2.163187580e-16
5786.666667,5.859665634e+00,-1.167494194e-12,-9.381369724e-02,4.372134048e-17,-1.238628757e-04,1.801794121e-16
5993.333333,5.858189113e+00,-1.134223058e-12,-6.532116186e-02,4.327537719e-17,-1.521824189e-04,1.413511760e-16
6000.000000,5.858141483e+00,-1.133285039e-12,-6.430346478e-02,4.326099128e-17,-1.531270283e-04,1.400538841e-16
