s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.307093477e+00,1.268328565e-04,-2.849363517e-02,3.987645378e-06,-5.889473270e-04,-4.809193902e-17
206.666667,2.305461237e+00,1.268328565e-04,8.099135250e-02,3.987645378e-06,-4.719732823e-04,-6.029205206e-17
413.333333,2.303828997e+00,1.268328565e-04,1.671625561e-01,3.987645378e-06,-3.633300616e-04,-7.152666431e-17
620.000000,2.302196757e+00,1.268328565e-04,2.317416792e-01,3.987645378e-06,-2.630176649e-04,-8.179577500e-17
826.666667,2.300564517e+00,1.268328565e-04,2.764504254e-01,3.987645378e-06,-1.710360921e-04,-9.109938697e-17
1033.333333,2.298932277e+00,1.268328565e-04,3.030104985e-01,3.987645378e-06,-8.738534331e-05,-9.943749230e-17
1240.000000,2.297300037e+00,1.268328564e-04,3.131436019e-01,3.987645378e-06,-1.206541847e-05,-1.068101068e-16
1446.666667,2.295667797e+00,1.268328564e-04,3.085714393e-01,3.987645378e-06,5.492368240e-05,-1.132172056e-16
1653.333333,2.294035557e+00,1.268328564e-04,2.910157144e-01,3.987645378e-06,1.135819593e-04,-1.186588204e-16
1860.000000,2.292403317e+00,1.268328564e-04,2.621981307e-01,3.987645378e-06,1.639094122e-04,-1.231349241e-16
2066.666667,2.290771077e+00,1.268328564e-04,2.238403918e-01,3.987645378e-06,2.059060412e-04,-1.266455211e-16
2273.333333,2.289138837e+00,1.268328563e-04,1.776642015e-01,3.987645378e-06,2.395718462e-04,-1.291906295e-16
2480.000000,2.287506597e+00,1.268328563e-04,1.253912633e-01,3.987645378e-06,2.649068272e-04,-1.307702313e-16
2686.666667,2.285874357e+00,1.268328563e-04,6.874328079e-02,3.987645378e-06,2.819109843e-04,-1.313843310e-16
2893.333333,2.284242116e+00,1.268328562e-04,9.441957646e-03,3.987645378e-06,2.905843174e-04,-1.310329331e-16
3100.000000,2.282609876e+00,1.268328562e-04,-5.079100253e-02,3.987645378e-06,2.909268265e-04,-1.297160286e-16
3306.666667,2.280977636e+00,1.268328562e-04,-1.102338961e-01,3.987645378e-06,2.829385117e-04,-1.274336264e-16
3513.333333,2.279345396e+00,1.268328562e-04,-1.671650195e-01,3.987645378e-06,2.666193729e-04,-1.241857267e-16
3720.000000,2.277713156e+00,1.268328561e-04,-2.198626690e-01,3.987645378e-06,2.419694101e-04,-1.199723249e-16
3926.666667,2.276080916e+00,1.268328561e-04,-2.666051411e-01,3.987645378e-06,2.089886233e-04,-1.147934164e-16
4133.333333,2.274448676e+00,1.268328561e-04,-3.056707321e-01,3.987645378e-06,1.676770126e-04,-1.086490148e-16
4340.000000,2.272816436e+00,1.268328561e-04,-3.353377385e-01,3.987645378e-06,1.180345779e-04,-1.015391111e-16
4546.666667,2.271184196e+00,1.268328560e-04,-3.538844565e-01,3.987645378e-06,6.006131929e-05,-9.346370078e-17
4753.333333,2.269551956e+00,1.268328560e-04,-3.595891826e-01,3.987645378e-06,-6.242763324e-06,-8.442278834e-17
4960.000000,2.267919716e+00,1.268328560e-04,-3.507302131e-01,3.987645378e-06,-8.087766991e-05,-7.441638056e-17
5166.666667,2.266287476e+00,1.268328560e-04,-3.255858445e-01,3.987645378e-06,-1.638434005e-04,-6.344447066e-17
5373.333333,2.264655236e+00,1.268328560e-04,-2.824343730e-01,3.987645378e-06,-2.551399550e-04,-5.150705865e-17
5580.000000,2.263022996e+00,1.268328560e-04,-2.195540952e-01,3.987645378e-06,-3.547673335e-04,-3.860414678e-17
5786.666667,2.261390756e+00,1.268328560e-04,-1.352233073e-01,3.987645378e-06,-4.627255359e-04,-2.473573335e-17
5993.333333,2.259758516e+00,1.268328560e-04,-2.772030579e-02,3.987645378e-06,-5.790145624e-04,-9.901818482e-18
6000.000000,2.259705863e+00,1.268328560e-04,-2.384724699e-02,3.987645378e-06,-5.829045239e-04,-9.407230161e-18
