s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.744208877e+00,-7.864106702e-13,-5.455859388e-02,-8.312644547e-17,3.841732439e-04,8.732170193e-17
213.333333,4.828864014e+00,-7.767318320e-13,-5.525156248e-02,-9.421157939e-18,4.084304008e-04,9.107154600e-17
426.666667,4.918029520e+00,-7.816193515e-13,-5.594453108e-02,5.343315760e-17,4.264579522e-04,9.482139006e-17
640.000000,5.010376413e+00,-7.987583546e-13,-5.663749967e-02,1.054365012e-16,4.382558984e-04,9.857123412e-17
853.333333,5.104575709e+00,-8.258339673e-13,-5.733046827e-02,1.465888727e-16,4.438242391e-04,1.023210782e-16
1066.666667,5.199298427e+00,-8.605313156e-13,-5.802343687e-02,1.768902723e-16,4.431629746e-04,1.060709222e-16
1280.000000,5.293215584e+00,-9.005355255e-13,-5.871640547e-02,1.963406999e-16,4.362721047e-04,1.098207663e-16
1493.333333,5.384998198e+00,-9.435317229e-13,-5.940937406e-02,2.049401555e-16,4.231516294e-04,1.135706104e-16
1706.666667,5.473317286e+00,-9.872050338e-13,-6.010234266e-02,2.026886391e-16,4.038015488e-04,1.173204544e-16
1920.000000,5.556843865e+00,-1.029240584e-12,-6.079531126e-02,1.895861508e-16,3.782218628e-04,1.210702985e-16
2133.333333,5.634248953e+00,-1.067323500e-12,-6.148827985e-02,1.656326904e-16,3.464125715e-04,1.248201426e-16
2346.666667,5.704203568e+00,-1.099138907e-12,-6.218124845e-02,1.308282581e-16,3.083736748e-04,1.285699866e-16
2560.000000,5.765378727e+00,-1.122371932e-12,-6.287421705e-02,8.517285377e-17,2.641051728e-04,1.323198307e-16
2773.333333,5.816445447e+00,-1.134707700e-12,-6.356718564e-02,2.866647746e-17,2.136070654e-04,1.360696747e-16
2986.666667,5.856074747e+00,-1.133831338e-12,-6.426015424e-02,-3.869087083e-17,1.568793527e-04,1.398195188e-16
3000.000000,5.858141483e+00,-1.133285039e-12,-6.430346478e-02,-4.326099128e-17,1.531270283e-04,1.400538841e-16
