s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.504102538e-02,-4.587654710e-15,-2.390071339e-03,4.180877703e-17,2.299601376e-04,3.304637725e-18
426.666667,9.606854926e-02,-1.732620422e-14,-4.780142678e-03,7.641463879e-17,4.311234234e-04,6.609275451e-18
640.000000,2.069392432e-01,-3.667902662e-14,-7.170214017e-03,1.038175853e-16,6.034898573e-04,9.913913176e-18
853.333333,3.515097789e-01,-6.110949997e-14,-9.560285356e-03,1.240176165e-16,7.470594393e-04,1.321855090e-17
1066.666667,5.236368278e-01,-8.908100236e-14,-1.195035670e-02,1.370147325e-16,8.618321694e-04,1.652318863e-17
1280.000000,7.171770617e-01,-1.190569119e-13,-1.434042803e-02,1.428089332e-16,9.478080476e-04,1.982782635e-17
1493.333333,9.259871520e-01,-1.495006065e-13,-1.673049937e-02,1.414002186e-16,1.004987074e-03,2.313246408e-17
1706.666667,1.143923770e+00,-1.788754645e-13,-1.912057071e-02,1.327885888e-16,1.033369249e-03,2.643710180e-17
1920.000000,1.364843589e+00,-2.056448638e-13,-2.151064205e-02,1.169740437e-16,1.032954571e-03,2.974173953e-17
2133.333333,1.582603278e+00,-2.282721825e-13,-2.390071339e-02,9.395658332e-17,1.003743042e-03,3.304637725e-17
2346.666667,1.791059510e+00,-2.452207987e-13,-2.629078473e-02,6.373620769e-17,9.457346607e-04,3.635101498e-17
2560.000000,1.984068957e+00,-2.549540905e-13,-2.868085607e-02,2.631291679e-17,8.589294277e-04,3.965565270e-17
2773.333333,2.155488290e+00,-2.559354359e-13,-3.107092741e-02,-1.831328938e-17,7.433273428e-04,4.296029043e-17
2986.666667,2.299174181e+00,-2.466282130e-13,-3.346099875e-02,-7.014241081e-17,5.989284060e-04,4.626492816e-17
3000.000000,2.307093477e+00,-2.456698223e-13,-3.361037821e-02,-7.362089019e-17,5.889473270e-04,4.647146801e-17
