s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.180140170e-02,-5.435937291e-05,-2.926210665e-03,4.898820133e-07,2.006181507e-04,5.438079905e-18
426.666667,8.398854844e-02,-2.005951597e-04,-5.852421330e-03,8.613413806e-07,3.786163597e-04,1.087615981e-17
640.000000,1.817358526e-01,-4.134438627e-04,-8.778631995e-03,1.114378102e-06,5.339946270e-04,1.631423971e-17
853.333333,3.102177268e-01,-6.676419839e-04,-1.170484266e-02,1.248992177e-06,6.667529525e-04,2.175231962e-17
1066.666667,4.646085832e-01,-9.379260257e-04,-1.463105332e-02,1.265183606e-06,7.768913364e-04,2.719039952e-17
1280.000000,6.400828344e-01,-1.199032490e-03,-1.755726399e-02,1.162952390e-06,8.644097786e-04,3.262847943e-17
1493.333333,8.318148929e-01,-1.425697879e-03,-2.048347465e-02,9.422985267e-07,9.293082790e-04,3.806655933e-17
1706.666667,1.034979171e+00,-1.592658695e-03,-2.340968532e-02,6.032220178e-07,9.715868378e-04,4.350463924e-17
1920.000000,1.244750081e+00,-1.674651441e-03,-2.633589598e-02,1.457228629e-07,9.912454548e-04,4.894271914e-17
2133.333333,1.456302036e+00,-1.646412618e-03,-2.926210665e-02,-4.301989381e-07,9.882841302e-04,5.438079905e-17
2346.666667,1.664809448e+00,-1.482678728e-03,-3.218831731e-02,-1.124543385e-06,9.627028638e-04,5.981887895e-17
2560.000000,1.865446729e+00,-1.158186274e-03,-3.511452798e-02,-1.937310478e-06,9.145016558e-04,6.525695885e-17
2773.333333,2.053388291e+00,-6.476717582e-04,-3.804073864e-02,-2.868500217e-06,8.436805060e-04,7.069503876e-17
2986.666667,2.223808549e+00,7.412831774e-05,-4.096694931e-02,-3.918112602e-06,7.502394145e-04,7.613311866e-17
3000.000000,2.233767898e+00,1.268328570e-04,-4.114983747e-02,-3.987645378e-06,7.436482935e-04,7.647299866e-17
