s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.259705863e+00,-8.134814647e-13,-2.896399003e-02,1.509130247e-16,-5.829045239e-04,6.672514247e-17
206.666667,2.258812444e+00,-7.980038158e-13,7.817552923e-02,1.449509930e-16,-4.555102247e-04,8.288447961e-17
413.333333,2.257919025e+00,-7.792944981e-13,1.599669219e-01,1.389889612e-16,-3.376000725e-04,9.799935751e-17
620.000000,2.257025606e+00,-7.575693664e-13,2.183702449e-01,1.330269295e-16,-2.291740675e-04,1.120697762e-16
826.666667,2.256132188e+00,-7.330442756e-13,2.553455554e-01,1.270648978e-16,-1.302322094e-04,1.250957356e-16
1033.333333,2.255238769e+00,-7.059350806e-13,2.728529105e-01,1.211028661e-16,-4.077449851e-05,1.370772358e-16
1240.000000,2.254345350e+00,-6.764576364e-13,2.728523672e-01,1.151408343e-16,3.919906536e-05,1.480142768e-16
1446.666667,2.253451931e+00,-6.448277978e-13,2.573039825e-01,1.091788026e-16,1.096884822e-04,1.579068585e-16
1653.333333,2.252558513e+00,-6.112614198e-13,2.281678136e-01,1.032167709e-16,1.706937519e-04,1.667549810e-16
1860.000000,2.251665094e+00,-5.759743573e-13,1.874039174e-01,9.725473915e-17,2.222148746e-04,1.745586443e-16
2066.666667,2.250771675e+00,-5.391824652e-13,1.369723511e-01,9.129270742e-17,2.642518502e-04,1.813178483e-16
2273.333333,2.249878256e+00,-5.011015983e-13,7.883317168e-02,8.533067570e-17,2.968046787e-04,1.870325931e-16
2480.000000,2.248984837e+00,-4.619476116e-13,1.494643624e-02,7.936864397e-17,3.198733602e-04,1.917028787e-16
2686.666667,2.248091419e+00,-4.219363601e-13,-5.272779818e-02,7.340661225e-17,3.334578946e-04,1.953287050e-16
2893.333333,2.247198000e+00,-3.812836985e-13,-1.222294745e-01,6.744458052e-17,3.375582819e-04,1.979100721e-16
3100.000000,2.246304581e+00,-3.402054819e-13,-1.915985357e-01,6.148254880e-17,3.321745222e-04,1.994469800e-16
3306.666667,2.245411162e+00,-2.989175651e-13,-2.588749247e-01,5.552051707e-17,3.173066154e-04,1.999394286e-16
3513.333333,2.244517744e+00,-2.576358031e-13,-3.220985844e-01,4.955848535e-17,2.929545615e-04,1.993874180e-16
3720.000000,2.243624325e+00,-2.165760507e-13,-3.793094577e-01,4.359645362e-17,2.591183606e-04,1.977909481e-16
3926.666667,2.242730906e+00,-1.759541628e-13,-4.285474877e-01,3.763442190e-17,2.157980126e-04,1.951500191e-16
4133.333333,2.241837487e+00,-1.359859944e-13,-4.678526173e-01,3.167239017e-17,1.629935175e-04,1.914646308e-16
4340.000000,2.240944068e+00,-9.688740039e-14,-4.952647893e-01,2.571035844e-17,1.007048754e-04,1.867347832e-16
4546.666667,2.240050650e+00,-5.887423566e-14,-5.088239467e-01,1.974832672e-17,2.893208621e-05,1.809604764e-16
4753.333333,2.239157231e+00,-2.216235510e-14,-5.065700326e-01,1.378629499e-17,-5.232485006e-05,1.741417104e-16
4960.000000,2.238263812e+00,1.303238635e-14,-4.865429897e-01,7.824263269e-18,-1.430659334e-04,1.662784852e-16
5166.666667,2.237370393e+00,4.649413380e-14,-4.467827611e-01,1.862231543e-18,-2.432911638e-04,1.573708007e-16
5373.333333,2.236476974e+00,7.800703233e-14,-3.853292896e-01,-4.099800182e-18,-3.530005413e-04,1.474186570e-16
5580.000000,2.235583556e+00,1.073552270e-13,-3.002225183e-01,-1.006183191e-17,-4.721940658e-04,1.364220540e-16
5786.666667,2.234690137e+00,1.343228630e-13,-1.895023901e-01,-1.602386363e-17,-6.008717374e-04,1.243809918e-16
5993.333333,2.233796718e+00,1.586940854e-13,-5.120884786e-02,-2.198589536e-17,-7.390335561e-04,1.112954704e-16
6000.000000,2.233767898e+00,1.594345908e-13,-4.626658051e-02,-2.217821896e-17,-7.436482935e-04,1.108559673e-16
