s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.667849462e+00,1.181767125e-04,-6.359078553e-02,-3.377833649e-06,4.696984655e-04,2.080314146e-16
213.333333,4.768514220e+00,6.282570624e-04,-6.418774277e-02,-1.460383804e-06,4.734041879e-04,2.104698328e-16
426.666667,4.869566680e+00,7.652585163e-04,-6.478470001e-02,1.197810005e-07,4.733331703e-04,2.129082511e-16
640.000000,4.970201138e+00,6.011352161e-04,-6.538165724e-02,1.362660765e-06,4.694854125e-04,2.153466693e-16
853.333333,5.069611888e+00,2.078413037e-04,-6.597861448e-02,2.268255490e-06,4.618609146e-04,2.177850875e-16
1066.666667,5.166993227e+00,-3.426690791e-04,-6.657557172e-02,2.836565175e-06,4.504596766e-04,2.202235057e-16
1280.000000,5.261539449e+00,-9.784417905e-04,-6.717252895e-02,3.067589820e-06,4.352816985e-04,2.226619239e-16
1493.333333,5.352444850e+00,-1.627522688e-03,-6.776948619e-02,2.961329425e-06,4.163269803e-04,2.251003422e-16
1706.666667,5.438903725e+00,-2.217957631e-03,-6.836644343e-02,2.517783990e-06,3.935955219e-04,2.275387604e-16
1920.000000,5.520110371e+00,-2.677792477e-03,-6.896340067e-02,1.736953516e-06,3.670873235e-04,2.299771786e-16
2133.333333,5.595259082e+00,-2.935073084e-03,-6.956035790e-02,6.188380009e-07,3.368023849e-04,2.324155968e-16
2346.666667,5.663544154e+00,-2.917845310e-03,-7.015731514e-02,-8.365625538e-07,3.027407062e-04,2.348540150e-16
2560.000000,5.724159882e+00,-2.554155014e-03,-7.075427238e-02,-2.629248148e-06,2.649022874e-04,2.372924333e-16
2773.333333,5.776300561e+00,-1.772048053e-03,-7.135122961e-02,-4.759218783e-06,2.232871285e-04,2.397308515e-16
2986.666667,5.819160488e+00,-4.995702857e-04,-7.194818685e-02,-7.226474458e-06,1.778952294e-04,2.421692697e-16
3000.000000,5.821512692e+00,-4.021160742e-04,-7.198549668e-02,-7.391876855e-06,1.749328362e-04,2.423216709e-16
