s_mm,ux,uy,uz,rx,ry,rz
0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00
213.333333,2.444137102e-02,-5.435937292e-05,-1.695804230e-03,4.898820135e-07,2.244675736e-04,-6.689585893e-19
426.666667,9.378017873e-02,-2.005951598e-04,-3.391608460e-03,8.613413809e-07,4.209134691e-04,-1.337917179e-18
640.000000,2.020384651e-01,-4.134438628e-04,-5.087412690e-03,1.114378102e-06,5.893376864e-04,-2.006875768e-18
853.333333,3.432382723e-01,-6.676419842e-04,-6.783216920e-03,1.248992178e-06,7.297402256e-04,-2.675834357e-18
1066.666667,5.114016421e-01,-9.379260260e-04,-8.479021150e-03,1.265183607e-06,8.421210867e-04,-3.344792946e-18
1280.000000,7.005506166e-01,-1.199032491e-03,-1.017482538e-02,1.162952390e-06,9.264802697e-04,-4.013751536e-18
1493.333333,9.047072378e-01,-1.425697880e-03,-1.187062961e-02,9.422985272e-07,9.828177746e-04,-4.682710125e-18
1706.666667,1.117893548e+00,-1.592658696e-03,-1.356643384e-02,6.032220183e-07,1.011133601e-03,-5.351668714e-18
1920.000000,1.334131588e+00,-1.674651442e-03,-1.526223807e-02,1.457228633e-07,1.011427750e-03,-6.020627303e-18
2133.333333,1.547443402e+00,-1.646412619e-03,-1.695804230e-02,-4.301989377e-07,9.837002205e-04,-6.689585893e-18
2346.666667,1.751851030e+00,-1.482678729e-03,-1.865384653e-02,-1.124543385e-06,9.279510128e-04,-7.358544482e-18
2560.000000,1.941376515e+00,-1.158186275e-03,-2.034965076e-02,-1.937310478e-06,8.441801271e-04,-8.027503071e-18
2773.333333,2.110041898e+00,-6.476717592e-04,-2.204545499e-02,-2.868500217e-06,7.323875633e-04,-8.696461660e-18
2986.666667,2.251869222e+00,7.412831675e-05,-2.374125922e-02,-3.918112602e-06,5.925733213e-04,-9.365420250e-18
3000.000000,2.259705863e+00,1.268328560e-04,-2.384724699e-02,-3.987645378e-06,5.829045239e-04,-9.407230161e-18
