s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.259705863e+00,1.268328560e-04,-2.384724699e-02,-3.987645378e-06,5.829045239e-04,-9.407230161e-18
213.333333,2.396601817e+00,8.131200885e-04,-2.503030671e-02,-2.483572289e-06,6.972304938e-04,-3.762328241e-18
426.666667,2.555797996e+00,1.202394308e-03,-2.621336643e-02,-1.203148379e-06,7.919691310e-04,1.882573680e-18
640.000000,2.733115769e+00,1.342367339e-03,-2.739642616e-02,-1.463736480e-07,8.671204355e-04,7.527475600e-18
853.333333,2.924376505e+00,1.280751006e-03,-2.857948588e-02,6.867519045e-07,9.226844074e-04,1.317237752e-17
1066.666667,3.125401573e+00,1.065257134e-03,-2.976254561e-02,1.296228278e-06,9.586610466e-04,1.881727944e-17
1280.000000,3.332012342e+00,7.435975488e-04,-3.094560533e-02,1.682055473e-06,9.750503532e-04,2.446218136e-17
1493.333333,3.540030180e+00,3.634840741e-04,-3.212866506e-02,1.844233489e-06,9.718523270e-04,3.010708328e-17
1706.666667,3.745276457e+00,-2.737146482e-05,-3.331172478e-02,1.782762326e-06,9.490669682e-04,3.575198520e-17
1920.000000,3.943572543e+00,-3.812572433e-04,-3.449478451e-02,1.497641984e-06,9.066942767e-04,4.139688712e-17
2133.333333,4.130739805e+00,-6.504614364e-04,-3.567784423e-02,9.888724633e-07,8.447342526e-04,4.704178904e-17
2346.666667,4.302599614e+00,-7.872722193e-04,-3.686090395e-02,2.564537638e-07,7.631868958e-04,5.268669096e-17
2560.000000,4.454973337e+00,-7.439777673e-04,-3.804396368e-02,-6.996141145e-07,6.620522063e-04,5.833159288e-17
2773.333333,4.583682345e+00,-4.728662556e-04,-3.922702340e-02,-1.879331172e-06,5.413301841e-04,6.397649481e-17
2986.666667,4.684548005e+00,7.377414084e-05,-4.041008313e-02,-3.282697408e-06,4.010208293e-04,6.962139673e-17
3000.000000,4.689832237e+00,1.181767105e-04,-4.048402436e-02,-3.377833649e-06,3.916011340e-04,6.997420310e-17
