s_mm,ux,uy,uz,rx,ry,rz
0.000000,2.377435718e+00,-7.735695283e-13,4.322514231e-03,2.349363574e-16,-8.058869397e-04,8.243600077e-17
206.666667,2.375012819e+00,-7.561698139e-13,1.554166986e-01,2.293799358e-16,-6.579847047e-04,8.589250054e-17
413.333333,2.372589919e+00,-7.380903719e-13,2.769797345e-01,2.238235141e-16,-5.201016320e-04,8.901400923e-17
620.000000,2.370167020e+00,-7.194004339e-13,3.710822488e-01,2.182670925e-16,-3.922377215e-04,9.180052685e-17
826.666667,2.367744121e+00,-7.001692313e-13,4.397948683e-01,2.127106708e-16,-2.743929732e-04,9.425205340e-17
1033.333333,2.365321221e+00,-6.804659956e-13,4.851882200e-01,2.071542492e-16,-1.665673871e-04,9.636858887e-17
1240.000000,2.362898322e+00,-6.603599584e-13,5.093329306e-01,2.015978275e-16,-6.876096330e-05,9.815013327e-17
1446.666667,2.360475422e+00,-6.399203511e-13,5.142996271e-01,1.960414059e-16,1.902629832e-05,9.959668659e-17
1653.333333,2.358052523e+00,-6.192164051e-13,5.021589363e-01,1.904849842e-16,9.679439771e-05,1.007082488e-16
1860.000000,2.355629623e+00,-5.983173520e-13,4.749814850e-01,1.849285626e-16,1.645433349e-04,1.014848200e-16
2066.666667,2.353206724e+00,-5.772924233e-13,4.348379001e-01,1.793721409e-16,2.222731098e-04,1.019264001e-16
2273.333333,2.350783825e+00,-5.562108505e-13,3.837988086e-01,1.738157193e-16,2.699837225e-04,1.020329891e-16
2480.000000,2.348360925e+00,-5.351418650e-13,3.239348371e-01,1.682592976e-16,3.076751730e-04,1.018045871e-16
2686.666667,2.345938026e+00,-5.141546983e-13,2.573166126e-01,1.627028760e-16,3.353474613e-04,1.012411940e-16
2893.333333,2.343515126e+00,-4.933185820e-13,1.860147620e-01,1.571464543e-16,3.530005874e-04,1.003428098e-16
3100.000000,2.341092227e+00,-4.727027474e-13,1.120999122e-01,1.515900327e-16,3.606345512e-04,9.910943451e-17
3306.666667,2.338669328e+00,-4.523764262e-13,3.764268983e-02,1.460336110e-16,3.582493528e-04,9.754106817e-17
3513.333333,2.336246428e+00,-4.324088497e-13,-3.528627805e-02,1.404771894e-16,3.458449922e-04,9.563771075e-17
3720.000000,2.333823529e+00,-4.128692496e-13,-1.046163646e-01,1.349207677e-16,3.234214693e-04,9.339936226e-17
3926.666667,2.331400629e+00,-3.938268572e-13,-1.682769431e-01,1.293643461e-16,2.909787843e-04,9.082602270e-17
4133.333333,2.328977730e+00,-3.753509040e-13,-2.241973865e-01,1.238079244e-16,2.485169370e-04,8.791769206e-17
4340.000000,2.326554831e+00,-3.575106216e-13,-2.703070681e-01,1.182515028e-16,1.960359275e-04,8.467437035e-17
4546.666667,2.324131931e+00,-3.403752414e-13,-3.045353609e-01,1.126950811e-16,1.335357557e-04,8.109605756e-17
4753.333333,2.321709032e+00,-3.240139950e-13,-3.248116382e-01,1.071386595e-16,6.101642176e-05,7.718275370e-17
4960.000000,2.319286132e+00,-3.084961137e-13,-3.290652730e-01,1.015822378e-16,-2.152207442e-05,7.293445876e-17
5166.666667,2.316863233e+00,-2.938908292e-13,-3.152256385e-01,9.602581619e-17,-1.140797328e-04,6.835117276e-17
5373.333333,2.314440333e+00,-2.802673728e-13,-2.812221078e-01,9.046939454e-17,-2.166565535e-04,6.343289567e-17
5580.000000,2.312017434e+00,-2.676949762e-13,-2.249840541e-01,8.491297290e-17,-3.292525363e-04,5.817962751e-17
5786.666667,2.309594535e+00,-2.562428706e-13,-1.444408505e-01,7.935655125e-17,-4.518676814e-04,5.259136828e-17
5993.333333,2.307171635e+00,-2.459802878e-13,-3.752187013e-02,7.380012960e-17,-5.845019887e-04,4.666811798e-17
6000.000000,2.307093477e+00,-2.456698223e-13,-3.361037821e-02,7.362089019e-17,-5.889473270e-04,4.647146801e-17
