s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.833022366e+00,-2.731674403e-12,1.564299328e-03,2.091953921e-16,-4.993777971e-04,1.282715003e-16
206.666667,4.829963235e+00,-2.700795195e-12,9.494611147e-02,2.048530173e-16,-4.053876167e-04,1.700460244e-16
413.333333,4.826904103e+00,-2.661600966e-12,1.695669700e-01,2.005106424e-16,-3.178201813e-04,2.087394540e-16
620.000000,4.823844972e+00,-2.614728474e-12,2.267542422e-01,1.961682676e-16,-2.366754910e-04,2.443517892e-16
826.666667,4.820785841e+00,-2.560814480e-12,2.678352954e-01,1.918258928e-16,-1.619535458e-04,2.768830300e-16
1033.333333,4.817726710e+00,-2.500495742e-12,2.941374969e-01,1.874835179e-16,-9.365434567e-05,3.063331763e-16
1240.000000,4.814667578e+00,-2.434409020e-12,3.069882140e-01,1.831411431e-16,-3.177789059e-05,3.327022282e-16
1446.666667,4.811608447e+00,-2.363191074e-12,3.077148141e-01,1.787987683e-16,2.367581943e-05,3.559901857e-16
1653.333333,4.808549316e+00,-2.287478663e-12,2.976446644e-01,1.744563935e-16,7.270678438e-05,3.761970487e-16
1860.000000,4.805490184e+00,-2.207908547e-12,2.781051323e-01,1.701140186e-16,1.153150043e-04,3.933228173e-16
2066.666667,4.802431053e+00,-2.125117485e-12,2.504235851e-01,1.657716438e-16,1.515004791e-04,4.073674915e-16
2273.333333,4.799371922e+00,-2.039742237e-12,2.159273901e-01,1.614292690e-16,1.812632088e-04,4.183310713e-16
2480.000000,4.796312790e+00,-1.952419562e-12,1.759439146e-01,1.570868941e-16,2.046031935e-04,4.262135566e-16
2686.666667,4.793253659e+00,-1.863786220e-12,1.318005259e-01,1.527445193e-16,2.215204332e-04,4.310149475e-16
2893.333333,4.790194528e+00,-1.774478970e-12,8.482459130e-02,1.484021445e-16,2.320149277e-04,4.327352439e-16
3100.000000,4.787135397e+00,-1.685134572e-12,3.634347818e-02,1.440597697e-16,2.360866772e-04,4.313744459e-16
3306.666667,4.784076265e+00,-1.596389786e-12,-1.231544618e-02,1.397173948e-16,2.337356816e-04,4.269325535e-16
3513.333333,4.781017134e+00,-1.508881370e-12,-5.982481446e-02,1.353750200e-16,2.249619410e-04,4.194095667e-16
3720.000000,4.777958003e+00,-1.423246085e-12,-1.048572594e-01,1.310326452e-16,2.097654553e-04,4.088054854e-16
3926.666667,4.774898871e+00,-1.340120689e-12,-1.460854135e-01,1.266902704e-16,1.881462245e-04,3.951203097e-16
4133.333333,4.771839740e+00,-1.260141943e-12,-1.821819097e-01,1.223478955e-16,1.601042487e-04,3.783540395e-16
4340.000000,4.768780609e+00,-1.183946606e-12,-2.118193806e-01,1.180055207e-16,1.256395278e-04,3.585066750e-16
4546.666667,4.765721478e+00,-1.112171437e-12,-2.336704588e-01,1.136631459e-16,8.475206183e-05,3.355782159e-16
4753.333333,4.762662346e+00,-1.045453197e-12,-2.464077770e-01,1.093207710e-16,3.744185080e-05,3.095686625e-16
4960.000000,4.759603215e+00,-9.844286434e-13,-2.487039680e-01,1.049783962e-16,-1.629110530e-05,2.804780146e-16
5166.666667,4.756544084e+00,-9.297345371e-13,-2.392316644e-01,1.006360214e-16,-7.644680647e-05,2.483062723e-16
5373.333333,4.753484952e+00,-8.820076373e-13,-2.166634989e-01,9.629364656e-17,-1.430252527e-04,2.130534356e-16
5580.000000,4.750425821e+00,-8.418847036e-13,-1.796721042e-01,9.195127173e-17,-2.160264440e-04,1.747195044e-16
5786.666667,4.747366690e+00,-8.100024953e-13,-1.269301129e-01,8.760889690e-17,-2.954503803e-04,1.333044788e-16
5993.333333,4.744307559e+00,-7.869977722e-13,-5.711015786e-02,8.326652208e-17,-3.812970618e-04,8.880835878e-17
6000.000000,4.744208877e+00,-7.864106702e-13,-5.455859388e-02,8.312644547e-17,-3.841732439e-04,8.732170193e-17
