s_mm,ux,uy,uz,rx,ry,rz
0.000000,4.833022366e+00,-2.731674403e-12,1.564299328e-03,-2.091953921e-16,4.993777971e-04,1.282715003e-16
213.333333,4.939127124e+00,-2.700925187e-12,1.224920346e-03,-8.204554817e-17,4.947277525e-04,1.316428122e-16
426.666667,5.043838878e+00,-2.695402367e-12,8.855413643e-04,2.730207370e-17,4.863183923e-04,1.350141240e-16
640.000000,5.146355642e+00,-2.711308135e-12,5.461623822e-04,1.188474735e-16,4.741497164e-04,1.383854359e-16
853.333333,5.245875428e+00,-2.744844686e-12,2.067834002e-04,1.925906513e-16,4.582217249e-04,1.417567478e-16
1066.666667,5.341596249e+00,-2.792214211e-12,-1.325955818e-04,2.485316071e-16,4.385344177e-04,1.451280596e-16
1280.000000,5.432716117e+00,-2.849618903e-12,-4.719745638e-04,2.866703408e-16,4.150877948e-04,1.484993715e-16
1493.333333,5.518433045e+00,-2.913260954e-12,-8.113535458e-04,3.070068524e-16,3.878818563e-04,1.518706834e-16
1706.666667,5.597945047e+00,-2.979342557e-12,-1.150732528e-03,3.095411421e-16,3.569166021e-04,1.552419952e-16
1920.000000,5.670450133e+00,-3.044065905e-12,-1.490111510e-03,2.942732097e-16,3.221920322e-04,1.586133071e-16
2133.333333,5.735146318e+00,-3.103633191e-12,-1.829490492e-03,2.612030552e-16,2.837081467e-04,1.619846190e-16
2346.666667,5.791231613e+00,-3.154246606e-12,-2.168869474e-03,2.103306787e-16,2.414649455e-04,1.653559308e-16
2560.000000,5.837904032e+00,-3.192108345e-12,-2.508248456e-03,1.416560802e-16,1.954624286e-04,1.687272427e-16
2773.333333,5.874361587e+00,-3.213420598e-12,-2.847627438e-03,5.517925962e-17,1.457005961e-04,1.720985546e-16
2986.666667,5.899802291e+00,-3.214385560e-12,-3.187006420e-03,-4.909978299e-17,9.217944787e-05,1.754698664e-16
3000.000000,5.901008234e+00,-3.213683583e-12,-3.208217606e-03,-5.620831256e-17,8.870955508e-05,1.756805734e-16
