X,Y,Z,U1,U2,U3,UR1,UR2,UR3,Total_Displacement
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,200.0,0.15849571454642325,-8.455523800458368e-06,0.0006292838181151043,-2.6584302521092774e-07,5.372579597980309e-05,1.163710331801108e-17,0.15849696400625757
0.0,0.0,400.0,0.3169914290928465,-1.6911047600916736e-05,0.0012585676362302086,-5.316860504218555e-07,0.00010745159195960618,2.327420663602216e-17,0.31699392801251514
0.0,0.0,600.0,0.4754871436392698,-2.5366571401375106e-05,0.001887851454345313,-7.975290756327833e-07,0.0001611773879394093,3.491130995403324e-17,0.47549089201877276
0.0,0.0,800.0,0.633982858185693,-3.382209520183347e-05,0.0025171352724604173,-1.063372100843711e-06,0.00021490318391921236,4.654841327204432e-17,0.6339878560250303
0.0,0.0,1000.0,0.7924785727321162,-4.2277619002291836e-05,0.003146419090575521,-1.3292151260546386e-06,0.0002686289798990155,5.81855165900554e-17,0.7924848200312878
0.0,0.0,1200.0,0.9509742872785396,-5.073314280275021e-05,0.003775702908690626,-1.5950581512655665e-06,0.0003223547758788186,6.982261990806649e-17,0.9509817840375455
0.0,0.0,1400.0,1.1094700018249628,-5.9188666603208576e-05,0.00440498672680573,-1.8609011764764942e-06,0.0003760805718586217,8.145972322607757e-17,1.109478748043803
0.0,0.0,1600.0,1.267965716371386,-6.764419040366695e-05,0.0050342705449208346,-2.126744201687422e-06,0.00042980636783842473,9.309682654408864e-17,1.2679757120500605
0.0,0.0,1800.0,1.4264614309178092,-7.609971420412532e-05,0.0056635543630359384,-2.3925872268983494e-06,0.0004835321638182278,1.0473392986209973e-16,1.4264726760563182
0.0,0.0,2000.0,1.5849571454642324,-8.455523800458367e-05,0.006292838181151042,-2.6584302521092773e-06,0.000537257959798031,1.163710331801108e-16,1.5849696400625757
0.0,0.0,2200.0,1.7434528600106556,-9.301076180504204e-05,0.006922121999266147,-2.9242732773202048e-06,0.000590983755777834,1.2800813649812187e-16,1.7434666040688331
0.0,0.0,2400.0,1.9019485745570792,-0.00010146628560550043,0.007551405817381252,-3.190116302531133e-06,0.0006447095517576372,1.3964523981613297e-16,1.901963568075091
0.0,0.0,2600.0,2.0604442891035024,-0.0001099218094059588,0.008180689635496357,-3.4559593277420606e-06,0.0006984353477374403,1.5128234313414407e-16,2.0604605320813487
0.0,0.0,2800.0,2.2189400036499256,-0.00011837733320641715,0.00880997345361146,-3.7218023529529885e-06,0.0007521611437172434,1.6291944645215514e-16,2.218957496087606
0,0,3000,2.377435718196349,-0.00012683285700687552,0.009439257271726564,-3.987645378163916e-06,0.0008058869396970464,1.7455654977016621e-16,2.3774544600938636
0.0,0.0,3200.0,2.541141494715803,-0.0001262557807219844,0.009475539452485637,-3.94699126287857e-06,0.0007854529968557354,1.874546028023232e-16,2.5411591642309426
0.0,0.0,3400.0,2.704847271235257,-0.0001256787044370933,0.00951182163324471,-3.906337147593224e-06,0.0007650190540144243,2.003526558344802e-16,2.7048639986614367
0.0,0.0,3600.0,2.8685530477547108,-0.00012510162815220218,0.009548103814003783,-3.865683032307878e-06,0.0007445851111731131,2.1325070886663716e-16,2.8685689410784083
0.0,0.0,3800.0,3.032258824274165,-0.00012452455186731106,0.009584385994762856,-3.825028917022532e-06,0.000724151168331802,2.261487618987942e-16,3.032273973992093
0.0,0.0,4000.0,3.1959646007936184,-0.00012394747558241992,0.00962066817552193,-3.7843748017371864e-06,0.0007037172254904909,2.3904681493095114e-16,3.195979083496172
0.0,0.0,4200.0,3.3596703773130727,-0.0001233703992975288,0.009656950356281,-3.7437206864518397e-06,0.0006832832826491797,2.519448679631081e-16,3.3596842583947386
0.0,0.0,4400.0,3.5233761538325266,-0.0001227933230126377,0.009693232537040073,-3.703066571166494e-06,0.0006628493398078686,2.648429209952651e-16,3.523389489572634
0.0,0.0,4600.0,3.687081930351981,-0.00012221624672774655,0.009729514717799146,-3.662412455881148e-06,0.0006424153969665575,2.777409740274221e-16,3.687094769533534
0.0,0.0,4800.0,3.8507877068714347,-0.00012163917044285543,0.00976579689855822,-3.621758340595802e-06,0.0006219814541252464,2.9063902705957906e-16,3.850800092055846
0.0,0.0,5000.0,4.014493483390888,-0.00012106209415796432,0.009802079079317292,-3.581104225310456e-06,0.0006015475112839353,3.0353708009173607e-16,4.014505451932806
0.0,0.0,5200.0,4.178199259910342,-0.0001204850178730732,0.009838361260076365,-3.54045011002511e-06,0.0005811135684426241,3.1643513312389304e-16,4.178210844773664
0.0,0.0,5400.0,4.341905036429797,-0.00011990794158818207,0.009874643440835437,-3.4997959947397643e-06,0.0005606796256013131,3.2933318615605e-16,4.341916266849861
0.0,0.0,5600.0,4.505610812949251,-0.00011933086530329095,0.00991092562159451,-3.459141879454418e-06,0.0005402456827600019,3.4223123918820697e-16,4.505621714974721
0.0,0.0,5800.0,4.669316589468704,-0.00011875378901839984,0.009947207802353582,-3.4184877641690725e-06,0.0005198117399186908,3.55129292220364e-16,4.669327186408463
0,0,6000,4.833022365988159,-0.00011817671273350872,0.009983489983112655,-3.377833648883726e-06,0.0004993777970773796,3.6802734525252095e-16,4.833032678782521
0.0,0.0,6200.0,4.904221423830105,-8.34905269848999e-05,0.009786225570081556,-3.6454365292590465e-06,0.0004719999142773414,3.650456763404595e-16,4.904231188589682
0.0,0.0,6400.0,4.975420481672051,-4.880434123629108e-05,0.00958896115705046,-3.9130394096343665e-06,0.00044462203147730306,3.620640074283981e-16,4.975429722144579
0.0,0.0,6600.0,5.046619539513998,-1.4118155487682248e-05,0.009391696744019361,-4.180642290009687e-06,0.00041724414867726483,3.590823385163366e-16,5.046628278442105
0.0,0.0,6800.0,5.117818597355944,2.0568030260926547e-05,0.009194432330988263,-4.448245170385007e-06,0.0003898662658772265,3.561006696042752e-16,5.117826856533083
